,heuristic_name,num_nodes,proportion_of_defender_nodes_per_round,proportion_of_nodes_on_fire_initial,mean_num_nodes_saved
628,random_allocation,10,0.09,0.12,2.55
629,random_allocation,10,0.1,0.12,2.2
630,random_allocation,10,0.01,0.13,2.15
631,random_allocation,10,0.02,0.13,1.95
632,random_allocation,10,0.03,0.13,2.1
633,random_allocation,10,0.04,0.13,2.3
634,random_allocation,10,0.05,0.13,2.25
635,random_allocation,10,0.06,0.13,1.85
636,random_allocation,10,0.07,0.13,2.0
637,random_allocation,10,0.08,0.13,2.3
638,random_allocation,10,0.09,0.13,2.25
639,random_allocation,10,0.1,0.13,2.2
640,random_allocation,10,0.01,0.14,1.85
641,random_allocation,10,0.02,0.14,2.05
642,random_allocation,10,0.03,0.14,1.75
643,random_allocation,10,0.04,0.14,2.25
644,random_allocation,10,0.05,0.14,2.2
645,random_allocation,10,0.06,0.14,2.15
646,random_allocation,10,0.07,0.14,1.9
647,random_allocation,10,0.08,0.14,1.95
648,random_allocation,10,0.09,0.14,2.2
649,random_allocation,10,0.1,0.14,2.55
650,random_allocation,10,0.01,0.15,2.45
651,random_allocation,10,0.02,0.15,2.35
652,random_allocation,10,0.03,0.15,2.0
653,random_allocation,10,0.04,0.15,2.0
654,random_allocation,10,0.05,0.15,2.15
655,random_allocation,10,0.06,0.15,1.75
656,random_allocation,10,0.07,0.15,2.15
657,random_allocation,10,0.08,0.15,2.1
658,random_allocation,10,0.09,0.15,2.6
659,random_allocation,10,0.1,0.15,2.05
660,random_allocation,11,0.01,0.05,2.9
661,random_allocation,11,0.02,0.05,3.15
662,random_allocation,11,0.03,0.05,3.15
663,random_allocation,11,0.04,0.05,3.1
664,random_allocation,11,0.05,0.05,3.7
665,random_allocation,11,0.06,0.05,2.6
666,random_allocation,11,0.07,0.05,3.1
667,random_allocation,11,0.08,0.05,3.1
668,random_allocation,11,0.09,0.05,2.75
669,random_allocation,11,0.1,0.05,4.95
670,random_allocation,11,0.01,0.06,3.05
671,random_allocation,11,0.02,0.06,2.8
672,random_allocation,11,0.03,0.06,2.65
673,random_allocation,11,0.04,0.06,2.95
674,random_allocation,11,0.05,0.06,2.4
675,random_allocation,11,0.06,0.06,2.7
676,random_allocation,11,0.07,0.06,2.8
677,random_allocation,11,0.08,0.06,2.5
678,random_allocation,11,0.09,0.06,2.3
679,random_allocation,11,0.1,0.06,4.65
680,random_allocation,11,0.01,0.07,2.7
681,random_allocation,11,0.02,0.07,2.35
682,random_allocation,11,0.03,0.07,2.75
683,random_allocation,11,0.04,0.07,2.25
684,random_allocation,11,0.05,0.07,3.15
685,random_allocation,11,0.06,0.07,3.55
686,random_allocation,11,0.07,0.07,2.55
687,random_allocation,11,0.08,0.07,2.7
688,random_allocation,11,0.09,0.07,2.7
689,random_allocation,11,0.1,0.07,5.0
690,random_allocation,11,0.01,0.08,3.1
691,random_allocation,11,0.02,0.08,2.45
692,random_allocation,11,0.03,0.08,2.35
693,random_allocation,11,0.04,0.08,2.85
694,random_allocation,11,0.05,0.08,2.8
695,random_allocation,11,0.06,0.08,3.0
696,random_allocation,11,0.07,0.08,3.2
697,random_allocation,11,0.08,0.08,2.7
698,random_allocation,11,0.09,0.08,2.55
699,random_allocation,11,0.1,0.08,4.95
700,random_allocation,11,0.01,0.09,2.5
701,random_allocation,11,0.02,0.09,3.2
702,random_allocation,11,0.03,0.09,3.15
703,random_allocation,11,0.04,0.09,2.95
704,random_allocation,11,0.05,0.09,3.0
705,random_allocation,11,0.06,0.09,3.4
706,random_allocation,11,0.07,0.09,2.7
707,random_allocation,11,0.08,0.09,2.85
708,random_allocation,11,0.09,0.09,2.8
709,random_allocation,11,0.1,0.09,4.35
710,random_allocation,11,0.01,0.1,2.5
711,random_allocation,11,0.02,0.1,2.4
712,random_allocation,11,0.03,0.1,2.15
713,random_allocation,11,0.04,0.1,2.5
714,random_allocation,11,0.05,0.1,2.05
715,random_allocation,11,0.06,0.1,2.4
716,random_allocation,11,0.07,0.1,1.95
717,random_allocation,11,0.08,0.1,2.2
718,random_allocation,11,0.09,0.1,2.2
719,random_allocation,11,0.1,0.1,4.0
720,random_allocation,11,0.01,0.11,1.85
721,random_allocation,11,0.02,0.11,2.4
722,random_allocation,11,0.03,0.11,2.3
723,random_allocation,11,0.04,0.11,2.15
724,random_allocation,11,0.05,0.11,2.05
725,random_allocation,11,0.06,0.11,1.95
726,random_allocation,11,0.07,0.11,2.05
727,random_allocation,11,0.08,0.11,2.25
728,random_allocation,11,0.09,0.11,2.4
729,random_allocation,11,0.1,0.11,3.4
730,random_allocation,11,0.01,0.12,2.3
731,random_allocation,11,0.02,0.12,1.95
732,random_allocation,11,0.03,0.12,1.95
733,random_allocation,11,0.04,0.12,1.8
734,random_allocation,11,0.05,0.12,1.95
735,random_allocation,11,0.06,0.12,2.2
736,random_allocation,11,0.07,0.12,2.05
737,random_allocation,11,0.08,0.12,1.95
738,random_allocation,11,0.09,0.12,2.05
739,random_allocation,11,0.1,0.12,3.75
740,random_allocation,11,0.01,0.13,2.0
741,random_allocation,11,0.02,0.13,2.25
742,random_allocation,11,0.03,0.13,1.9
743,random_allocation,11,0.04,0.13,2.15
744,random_allocation,11,0.05,0.13,2.6
745,random_allocation,11,0.06,0.13,2.5
746,random_allocation,11,0.07,0.13,2.35
747,random_allocation,11,0.08,0.13,2.1
748,random_allocation,11,0.09,0.13,2.15
749,random_allocation,11,0.1,0.13,3.3
750,random_allocation,11,0.01,0.14,2.25
751,random_allocation,11,0.02,0.14,2.1
752,random_allocation,11,0.03,0.14,2.2
753,random_allocation,11,0.04,0.14,2.25
754,random_allocation,11,0.05,0.14,2.05
755,random_allocation,11,0.06,0.14,1.85
756,random_allocation,11,0.07,0.14,2.0
757,random_allocation,11,0.08,0.14,2.2
758,random_allocation,11,0.09,0.14,1.95
759,random_allocation,11,0.1,0.14,3.45
760,random_allocation,11,0.01,0.15,2.05
761,random_allocation,11,0.02,0.15,2.3
762,random_allocation,11,0.03,0.15,2.75
763,random_allocation,11,0.04,0.15,2.05
764,random_allocation,11,0.05,0.15,2.3
765,random_allocation,11,0.06,0.15,2.3
766,random_allocation,11,0.07,0.15,1.75
767,random_allocation,11,0.08,0.15,1.9
768,random_allocation,11,0.09,0.15,2.1
769,random_allocation,11,0.1,0.15,4.0
770,random_allocation,12,0.01,0.05,2.6
771,random_allocation,12,0.02,0.05,2.55
772,random_allocation,12,0.03,0.05,3.15
773,random_allocation,12,0.04,0.05,2.35
774,random_allocation,12,0.05,0.05,2.15
775,random_allocation,12,0.06,0.05,2.4
776,random_allocation,12,0.07,0.05,2.55
777,random_allocation,12,0.08,0.05,2.55
778,random_allocation,12,0.09,0.05,4.65
779,random_allocation,12,0.1,0.05,4.6
780,random_allocation,12,0.01,0.06,3.35
781,random_allocation,12,0.02,0.06,3.05
782,random_allocation,12,0.03,0.06,3.35
783,random_allocation,12,0.04,0.06,2.8
784,random_allocation,12,0.05,0.06,2.9
785,random_allocation,12,0.06,0.06,2.65
786,random_allocation,12,0.07,0.06,2.25
787,random_allocation,12,0.08,0.06,2.75
788,random_allocation,12,0.09,0.06,4.55
789,random_allocation,12,0.1,0.06,5.0
790,random_allocation,12,0.01,0.07,2.95
791,random_allocation,12,0.02,0.07,2.35
792,random_allocation,12,0.03,0.07,2.2
793,random_allocation,12,0.04,0.07,2.6
794,random_allocation,12,0.05,0.07,2.25
795,random_allocation,12,0.06,0.07,2.75
796,random_allocation,12,0.07,0.07,2.8
797,random_allocation,12,0.08,0.07,2.2
798,random_allocation,12,0.09,0.07,4.5
799,random_allocation,12,0.1,0.07,4.1
800,random_allocation,12,0.01,0.08,3.15
801,random_allocation,12,0.02,0.08,2.6
802,random_allocation,12,0.03,0.08,2.5
803,random_allocation,12,0.04,0.08,2.6
804,random_allocation,12,0.05,0.08,2.9
805,random_allocation,12,0.06,0.08,2.35
806,random_allocation,12,0.07,0.08,2.55
807,random_allocation,12,0.08,0.08,3.15
808,random_allocation,12,0.09,0.08,5.1
809,random_allocation,12,0.1,0.08,4.85
810,random_allocation,12,0.01,0.09,2.35
811,random_allocation,12,0.02,0.09,2.1
812,random_allocation,12,0.03,0.09,2.3
813,random_allocation,12,0.04,0.09,1.8
814,random_allocation,12,0.05,0.09,1.85
815,random_allocation,12,0.06,0.09,2.25
816,random_allocation,12,0.07,0.09,2.15
817,random_allocation,12,0.08,0.09,2.2
818,random_allocation,12,0.09,0.09,3.9
819,random_allocation,12,0.1,0.09,4.3
820,random_allocation,12,0.01,0.1,2.45
821,random_allocation,12,0.02,0.1,2.1
822,random_allocation,12,0.03,0.1,2.15
823,random_allocation,12,0.04,0.1,2.4
824,random_allocation,12,0.05,0.1,2.0
825,random_allocation,12,0.06,0.1,1.75
826,random_allocation,12,0.07,0.1,2.65
827,random_allocation,12,0.08,0.1,2.2
828,random_allocation,12,0.09,0.1,3.8
829,random_allocation,12,0.1,0.1,3.5
830,random_allocation,12,0.01,0.11,1.95
831,random_allocation,12,0.02,0.11,1.95
832,random_allocation,12,0.03,0.11,2.1
833,random_allocation,12,0.04,0.11,1.95
834,random_allocation,12,0.05,0.11,2.1
835,random_allocation,12,0.06,0.11,2.1
836,random_allocation,12,0.07,0.11,2.05
837,random_allocation,12,0.08,0.11,1.9
838,random_allocation,12,0.09,0.11,4.0
839,random_allocation,12,0.1,0.11,4.1
840,random_allocation,12,0.01,0.12,1.9
841,random_allocation,12,0.02,0.12,2.3
842,random_allocation,12,0.03,0.12,2.25
843,random_allocation,12,0.04,0.12,2.25
844,random_allocation,12,0.05,0.12,2.35
845,random_allocation,12,0.06,0.12,2.15
846,random_allocation,12,0.07,0.12,2.65
847,random_allocation,12,0.08,0.12,2.1
848,random_allocation,12,0.09,0.12,3.9
849,random_allocation,12,0.1,0.12,3.4
850,random_allocation,12,0.01,0.13,2.25
851,random_allocation,12,0.02,0.13,2.0
852,random_allocation,12,0.03,0.13,2.05
853,random_allocation,12,0.04,0.13,2.8
854,random_allocation,12,0.05,0.13,1.75
855,random_allocation,12,0.06,0.13,1.65
856,random_allocation,12,0.07,0.13,1.9
857,random_allocation,12,0.08,0.13,2.25
858,random_allocation,12,0.09,0.13,3.8
859,random_allocation,12,0.1,0.13,3.85
860,random_allocation,12,0.01,0.14,2.15
861,random_allocation,12,0.02,0.14,2.0
862,random_allocation,12,0.03,0.14,1.9
863,random_allocation,12,0.04,0.14,2.55
864,random_allocation,12,0.05,0.14,2.25
865,random_allocation,12,0.06,0.14,2.3
866,random_allocation,12,0.07,0.14,2.0
867,random_allocation,12,0.08,0.14,2.8
868,random_allocation,12,0.09,0.14,3.8
869,random_allocation,12,0.1,0.14,4.15
870,random_allocation,12,0.01,0.15,2.25
871,random_allocation,12,0.02,0.15,2.55
872,random_allocation,12,0.03,0.15,2.15
873,random_allocation,12,0.04,0.15,2.1
874,random_allocation,12,0.05,0.15,2.15
875,random_allocation,12,0.06,0.15,2.1
876,random_allocation,12,0.07,0.15,2.35
877,random_allocation,12,0.08,0.15,2.1
878,random_allocation,12,0.09,0.15,3.8
879,random_allocation,12,0.1,0.15,3.9
880,random_allocation,13,0.01,0.05,2.5
881,random_allocation,13,0.02,0.05,2.55
882,random_allocation,13,0.03,0.05,2.35
883,random_allocation,13,0.04,0.05,2.45
884,random_allocation,13,0.05,0.05,2.4
885,random_allocation,13,0.06,0.05,2.3
886,random_allocation,13,0.07,0.05,2.45
887,random_allocation,13,0.08,0.05,4.55
888,random_allocation,13,0.09,0.05,4.8
889,random_allocation,13,0.1,0.05,5.0
890,random_allocation,13,0.01,0.06,2.4
891,random_allocation,13,0.02,0.06,2.4
892,random_allocation,13,0.03,0.06,2.35
893,random_allocation,13,0.04,0.06,2.45
894,random_allocation,13,0.05,0.06,2.5
895,random_allocation,13,0.06,0.06,2.55
896,random_allocation,13,0.07,0.06,2.55
897,random_allocation,13,0.08,0.06,4.75
898,random_allocation,13,0.09,0.06,4.95
899,random_allocation,13,0.1,0.06,4.65
900,random_allocation,13,0.01,0.07,2.9
901,random_allocation,13,0.02,0.07,2.5
902,random_allocation,13,0.03,0.07,2.05
903,random_allocation,13,0.04,0.07,2.5
904,random_allocation,13,0.05,0.07,2.4
905,random_allocation,13,0.06,0.07,2.6
906,random_allocation,13,0.07,0.07,2.25
907,random_allocation,13,0.08,0.07,4.8
908,random_allocation,13,0.09,0.07,4.7
909,random_allocation,13,0.1,0.07,4.5
910,random_allocation,13,0.01,0.08,1.95
911,random_allocation,13,0.02,0.08,2.3
912,random_allocation,13,0.03,0.08,2.0
913,random_allocation,13,0.04,0.08,2.15
914,random_allocation,13,0.05,0.08,2.2
915,random_allocation,13,0.06,0.08,2.15
916,random_allocation,13,0.07,0.08,2.15
917,random_allocation,13,0.08,0.08,3.4
918,random_allocation,13,0.09,0.08,3.65
919,random_allocation,13,0.1,0.08,3.5
920,random_allocation,13,0.01,0.09,2.45
921,random_allocation,13,0.02,0.09,2.3
922,random_allocation,13,0.03,0.09,2.15
923,random_allocation,13,0.04,0.09,1.75
924,random_allocation,13,0.05,0.09,2.1
925,random_allocation,13,0.06,0.09,2.4
926,random_allocation,13,0.07,0.09,2.1
927,random_allocation,13,0.08,0.09,3.5
928,random_allocation,13,0.09,0.09,3.6
929,random_allocation,13,0.1,0.09,3.45
930,random_allocation,13,0.01,0.1,2.05
931,random_allocation,13,0.02,0.1,1.85
932,random_allocation,13,0.03,0.1,2.05
933,random_allocation,13,0.04,0.1,2.15
934,random_allocation,13,0.05,0.1,2.45
935,random_allocation,13,0.06,0.1,2.05
936,random_allocation,13,0.07,0.1,2.55
937,random_allocation,13,0.08,0.1,3.85
938,random_allocation,13,0.09,0.1,3.5
939,random_allocation,13,0.1,0.1,3.9
940,random_allocation,13,0.01,0.11,2.5
941,random_allocation,13,0.02,0.11,2.1
942,random_allocation,13,0.03,0.11,2.2
943,random_allocation,13,0.04,0.11,2.15
944,random_allocation,13,0.05,0.11,1.85
945,random_allocation,13,0.06,0.11,1.85
946,random_allocation,13,0.07,0.11,2.35
947,random_allocation,13,0.08,0.11,3.6
948,random_allocation,13,0.09,0.11,3.55
949,random_allocation,13,0.1,0.11,3.4
950,random_allocation,13,0.01,0.12,2.25
951,random_allocation,13,0.02,0.12,2.15
952,random_allocation,13,0.03,0.12,2.1
953,random_allocation,13,0.04,0.12,2.25
954,random_allocation,13,0.05,0.12,2.15
955,random_allocation,13,0.06,0.12,2.1
956,random_allocation,13,0.07,0.12,2.5
957,random_allocation,13,0.08,0.12,4.15
958,random_allocation,13,0.09,0.12,3.85
959,random_allocation,13,0.1,0.12,3.5
960,random_allocation,13,0.01,0.13,2.0
961,random_allocation,13,0.02,0.13,2.25
962,random_allocation,13,0.03,0.13,2.2
963,random_allocation,13,0.04,0.13,2.25
964,random_allocation,13,0.05,0.13,1.9
965,random_allocation,13,0.06,0.13,2.25
966,random_allocation,13,0.07,0.13,2.2
967,random_allocation,13,0.08,0.13,3.45
968,random_allocation,13,0.09,0.13,3.9
969,random_allocation,13,0.1,0.13,3.55
970,random_allocation,13,0.01,0.14,2.1
971,random_allocation,13,0.02,0.14,2.0
972,random_allocation,13,0.03,0.14,2.15
973,random_allocation,13,0.04,0.14,2.15
974,random_allocation,13,0.05,0.14,2.5
975,random_allocation,13,0.06,0.14,1.95
976,random_allocation,13,0.07,0.14,2.25
977,random_allocation,13,0.08,0.14,3.7
978,random_allocation,13,0.09,0.14,4.05
979,random_allocation,13,0.1,0.14,3.9
980,random_allocation,13,0.01,0.15,1.7
981,random_allocation,13,0.02,0.15,1.85
982,random_allocation,13,0.03,0.15,2.0
983,random_allocation,13,0.04,0.15,2.15
984,random_allocation,13,0.05,0.15,2.25
985,random_allocation,13,0.06,0.15,2.1
986,random_allocation,13,0.07,0.15,1.9
987,random_allocation,13,0.08,0.15,4.1
988,random_allocation,13,0.09,0.15,3.7
989,random_allocation,13,0.1,0.15,4.3
990,random_allocation,14,0.01,0.05,2.2
991,random_allocation,14,0.02,0.05,2.75
992,random_allocation,14,0.03,0.05,2.35
993,random_allocation,14,0.04,0.05,3.3
994,random_allocation,14,0.05,0.05,2.75
995,random_allocation,14,0.06,0.05,2.95
996,random_allocation,14,0.07,0.05,2.9
997,random_allocation,14,0.08,0.05,4.95
998,random_allocation,14,0.09,0.05,4.55
999,random_allocation,14,0.1,0.05,4.9
1000,random_allocation,14,0.01,0.06,2.75
1001,random_allocation,14,0.02,0.06,2.35
1002,random_allocation,14,0.03,0.06,2.5
1003,random_allocation,14,0.04,0.06,2.25
1004,random_allocation,14,0.05,0.06,2.45
1005,random_allocation,14,0.06,0.06,2.35
1006,random_allocation,14,0.07,0.06,2.6
1007,random_allocation,14,0.08,0.06,4.3
1008,random_allocation,14,0.09,0.06,4.7
1009,random_allocation,14,0.1,0.06,5.2
1010,random_allocation,14,0.01,0.07,2.4
1011,random_allocation,14,0.02,0.07,2.75
1012,random_allocation,14,0.03,0.07,2.15
1013,random_allocation,14,0.04,0.07,2.8
1014,random_allocation,14,0.05,0.07,2.8
1015,random_allocation,14,0.06,0.07,2.6
1016,random_allocation,14,0.07,0.07,2.5
1017,random_allocation,14,0.08,0.07,5.55
1018,random_allocation,14,0.09,0.07,5.05
1019,random_allocation,14,0.1,0.07,5.15
1020,random_allocation,14,0.01,0.08,2.1
1021,random_allocation,14,0.02,0.08,1.95
1022,random_allocation,14,0.03,0.08,2.15
1023,random_allocation,14,0.04,0.08,2.25
1024,random_allocation,14,0.05,0.08,2.3
1025,random_allocation,14,0.06,0.08,1.95
1026,random_allocation,14,0.07,0.08,2.05
1027,random_allocation,14,0.08,0.08,4.15
1028,random_allocation,14,0.09,0.08,3.2
1029,random_allocation,14,0.1,0.08,4.25
1030,random_allocation,14,0.01,0.09,2.2
1031,random_allocation,14,0.02,0.09,2.15
1032,random_allocation,14,0.03,0.09,2.35
1033,random_allocation,14,0.04,0.09,1.95
1034,random_allocation,14,0.05,0.09,1.95
1035,random_allocation,14,0.06,0.09,2.25
1036,random_allocation,14,0.07,0.09,1.7
1037,random_allocation,14,0.08,0.09,3.8
1038,random_allocation,14,0.09,0.09,3.75
1039,random_allocation,14,0.1,0.09,3.3
1040,random_allocation,14,0.01,0.1,2.3
1041,random_allocation,14,0.02,0.1,2.3
1042,random_allocation,14,0.03,0.1,2.05
1043,random_allocation,14,0.04,0.1,1.95
1044,random_allocation,14,0.05,0.1,2.1
1045,random_allocation,14,0.06,0.1,2.15
1046,random_allocation,14,0.07,0.1,2.0
1047,random_allocation,14,0.08,0.1,3.55
1048,random_allocation,14,0.09,0.1,4.25
1049,random_allocation,14,0.1,0.1,3.2
1050,random_allocation,14,0.01,0.11,2.25
1051,random_allocation,14,0.02,0.11,2.5
1052,random_allocation,14,0.03,0.11,2.0
1053,random_allocation,14,0.04,0.11,2.4
1054,random_allocation,14,0.05,0.11,2.0
1055,random_allocation,14,0.06,0.11,2.0
1056,random_allocation,14,0.07,0.11,2.0
1057,random_allocation,14,0.08,0.11,3.55
1058,random_allocation,14,0.09,0.11,3.75
1059,random_allocation,14,0.1,0.11,3.65
1060,random_allocation,14,0.01,0.12,2.4
1061,random_allocation,14,0.02,0.12,2.1
1062,random_allocation,14,0.03,0.12,2.05
1063,random_allocation,14,0.04,0.12,2.1
1064,random_allocation,14,0.05,0.12,2.1
1065,random_allocation,14,0.06,0.12,2.3
1066,random_allocation,14,0.07,0.12,2.25
1067,random_allocation,14,0.08,0.12,3.75
1068,random_allocation,14,0.09,0.12,3.95
1069,random_allocation,14,0.1,0.12,4.0
1070,random_allocation,14,0.01,0.13,1.8
1071,random_allocation,14,0.02,0.13,2.0
1072,random_allocation,14,0.03,0.13,2.0
1073,random_allocation,14,0.04,0.13,2.4
1074,random_allocation,14,0.05,0.13,2.05
1075,random_allocation,14,0.06,0.13,2.2
1076,random_allocation,14,0.07,0.13,2.0
1077,random_allocation,14,0.08,0.13,3.4
1078,random_allocation,14,0.09,0.13,4.2
1079,random_allocation,14,0.1,0.13,3.8
1080,random_allocation,14,0.01,0.14,1.95
1081,random_allocation,14,0.02,0.14,2.4
1082,random_allocation,14,0.03,0.14,2.25
1083,random_allocation,14,0.04,0.14,2.0
1084,random_allocation,14,0.05,0.14,2.05
1085,random_allocation,14,0.06,0.14,2.05
1086,random_allocation,14,0.07,0.14,1.8
1087,random_allocation,14,0.08,0.14,3.95
1088,random_allocation,14,0.09,0.14,3.75
1089,random_allocation,14,0.1,0.14,4.25
1090,random_allocation,14,0.01,0.15,1.95
1091,random_allocation,14,0.02,0.15,2.1
1092,random_allocation,14,0.03,0.15,1.65
1093,random_allocation,14,0.04,0.15,1.75
1094,random_allocation,14,0.05,0.15,1.7
1095,random_allocation,14,0.06,0.15,1.75
1096,random_allocation,14,0.07,0.15,2.15
1097,random_allocation,14,0.08,0.15,2.7
1098,random_allocation,14,0.09,0.15,3.35
1099,random_allocation,14,0.1,0.15,3.5
1100,random_allocation,15,0.01,0.05,2.4
1101,random_allocation,15,0.02,0.05,2.95
1102,random_allocation,15,0.03,0.05,2.75
1103,random_allocation,15,0.04,0.05,2.8
1104,random_allocation,15,0.05,0.05,2.55
1105,random_allocation,15,0.06,0.05,2.7
1106,random_allocation,15,0.07,0.05,4.0
1107,random_allocation,15,0.08,0.05,4.8
1108,random_allocation,15,0.09,0.05,4.9
1109,random_allocation,15,0.1,0.05,4.6
1110,random_allocation,15,0.01,0.06,2.35
1111,random_allocation,15,0.02,0.06,2.55
1112,random_allocation,15,0.03,0.06,2.35
1113,random_allocation,15,0.04,0.06,2.4
1114,random_allocation,15,0.05,0.06,3.15
1115,random_allocation,15,0.06,0.06,2.55
1116,random_allocation,15,0.07,0.06,4.65
1117,random_allocation,15,0.08,0.06,4.2
1118,random_allocation,15,0.09,0.06,4.5
1119,random_allocation,15,0.1,0.06,4.75
1120,random_allocation,15,0.01,0.07,1.9
1121,random_allocation,15,0.02,0.07,2.05
1122,random_allocation,15,0.03,0.07,2.85
1123,random_allocation,15,0.04,0.07,2.1
1124,random_allocation,15,0.05,0.07,1.85
1125,random_allocation,15,0.06,0.07,1.85
1126,random_allocation,15,0.07,0.07,4.15
1127,random_allocation,15,0.08,0.07,3.65
1128,random_allocation,15,0.09,0.07,3.45
1129,random_allocation,15,0.1,0.07,3.6
1130,random_allocation,15,0.01,0.08,1.85
1131,random_allocation,15,0.02,0.08,2.1
1132,random_allocation,15,0.03,0.08,2.15
1133,random_allocation,15,0.04,0.08,2.35
1134,random_allocation,15,0.05,0.08,1.9
1135,random_allocation,15,0.06,0.08,1.95
1136,random_allocation,15,0.07,0.08,3.65
1137,random_allocation,15,0.08,0.08,3.9
1138,random_allocation,15,0.09,0.08,4.65
1139,random_allocation,15,0.1,0.08,3.9
1140,random_allocation,15,0.01,0.09,2.6
1141,random_allocation,15,0.02,0.09,2.0
1142,random_allocation,15,0.03,0.09,2.2
1143,random_allocation,15,0.04,0.09,2.0
1144,random_allocation,15,0.05,0.09,1.9
1145,random_allocation,15,0.06,0.09,2.2
1146,random_allocation,15,0.07,0.09,3.95
1147,random_allocation,15,0.08,0.09,4.25
1148,random_allocation,15,0.09,0.09,3.7
1149,random_allocation,15,0.1,0.09,3.85
1150,random_allocation,15,0.01,0.1,2.3
1151,random_allocation,15,0.02,0.1,2.2
1152,random_allocation,15,0.03,0.1,2.5
1153,random_allocation,15,0.04,0.1,2.1
