,heuristic_name,num_nodes,proportion_of_defender_nodes_per_round,proportion_of_nodes_on_fire_initial,mean_num_nodes_saved
3690,node_most_occured_on_shortest_paths,8,0.01,0.11,3.75
3691,node_most_occured_on_shortest_paths,8,0.02,0.11,3.55
3692,node_most_occured_on_shortest_paths,8,0.03,0.11,3.25
3693,node_most_occured_on_shortest_paths,8,0.04,0.11,3.7
3694,node_most_occured_on_shortest_paths,8,0.05,0.11,2.85
3695,node_most_occured_on_shortest_paths,8,0.06,0.11,3.55
3696,node_most_occured_on_shortest_paths,8,0.07,0.11,4.05
3697,node_most_occured_on_shortest_paths,8,0.08,0.11,4.05
3698,node_most_occured_on_shortest_paths,8,0.09,0.11,3.35
3699,node_most_occured_on_shortest_paths,8,0.1,0.11,3.1
3700,node_most_occured_on_shortest_paths,8,0.01,0.12,2.9
3701,node_most_occured_on_shortest_paths,8,0.02,0.12,3.9
3702,node_most_occured_on_shortest_paths,8,0.03,0.12,2.7
3703,node_most_occured_on_shortest_paths,8,0.04,0.12,3.6
3704,node_most_occured_on_shortest_paths,8,0.05,0.12,3.25
3705,node_most_occured_on_shortest_paths,8,0.06,0.12,2.95
3706,node_most_occured_on_shortest_paths,8,0.07,0.12,4.4
3707,node_most_occured_on_shortest_paths,8,0.08,0.12,3.55
3708,node_most_occured_on_shortest_paths,8,0.09,0.12,3.45
3709,node_most_occured_on_shortest_paths,8,0.1,0.12,3.45
3710,node_most_occured_on_shortest_paths,8,0.01,0.13,2.1
3711,node_most_occured_on_shortest_paths,8,0.02,0.13,2.55
3712,node_most_occured_on_shortest_paths,8,0.03,0.13,2.6
3713,node_most_occured_on_shortest_paths,8,0.04,0.13,2.85
3714,node_most_occured_on_shortest_paths,8,0.05,0.13,2.0
3715,node_most_occured_on_shortest_paths,8,0.06,0.13,2.7
3716,node_most_occured_on_shortest_paths,8,0.07,0.13,2.95
3717,node_most_occured_on_shortest_paths,8,0.08,0.13,2.35
3718,node_most_occured_on_shortest_paths,8,0.09,0.13,2.05
3719,node_most_occured_on_shortest_paths,8,0.1,0.13,2.2
3720,node_most_occured_on_shortest_paths,8,0.01,0.14,2.6
3721,node_most_occured_on_shortest_paths,8,0.02,0.14,2.35
3722,node_most_occured_on_shortest_paths,8,0.03,0.14,2.15
3723,node_most_occured_on_shortest_paths,8,0.04,0.14,2.8
3724,node_most_occured_on_shortest_paths,8,0.05,0.14,2.85
3725,node_most_occured_on_shortest_paths,8,0.06,0.14,2.3
3726,node_most_occured_on_shortest_paths,8,0.07,0.14,2.15
3727,node_most_occured_on_shortest_paths,8,0.08,0.14,2.05
3728,node_most_occured_on_shortest_paths,8,0.09,0.14,2.6
3729,node_most_occured_on_shortest_paths,8,0.1,0.14,2.45
3730,node_most_occured_on_shortest_paths,8,0.01,0.15,2.35
3731,node_most_occured_on_shortest_paths,8,0.02,0.15,2.25
3732,node_most_occured_on_shortest_paths,8,0.03,0.15,2.2
3733,node_most_occured_on_shortest_paths,8,0.04,0.15,2.85
3734,node_most_occured_on_shortest_paths,8,0.05,0.15,2.5
3735,node_most_occured_on_shortest_paths,8,0.06,0.15,2.3
3736,node_most_occured_on_shortest_paths,8,0.07,0.15,2.15
3737,node_most_occured_on_shortest_paths,8,0.08,0.15,2.35
3738,node_most_occured_on_shortest_paths,8,0.09,0.15,2.25
3739,node_most_occured_on_shortest_paths,8,0.1,0.15,2.8
3740,node_most_occured_on_shortest_paths,9,0.01,0.05,3.8
3741,node_most_occured_on_shortest_paths,9,0.02,0.05,2.65
3742,node_most_occured_on_shortest_paths,9,0.03,0.05,3.2
3743,node_most_occured_on_shortest_paths,9,0.04,0.05,2.9
3744,node_most_occured_on_shortest_paths,9,0.05,0.05,4.05
3745,node_most_occured_on_shortest_paths,9,0.06,0.05,3.3
3746,node_most_occured_on_shortest_paths,9,0.07,0.05,3.25
3747,node_most_occured_on_shortest_paths,9,0.08,0.05,3.05
3748,node_most_occured_on_shortest_paths,9,0.09,0.05,3.4
3749,node_most_occured_on_shortest_paths,9,0.1,0.05,3.85
3750,node_most_occured_on_shortest_paths,9,0.01,0.06,3.75
3751,node_most_occured_on_shortest_paths,9,0.02,0.06,3.6
3752,node_most_occured_on_shortest_paths,9,0.03,0.06,3.2
3753,node_most_occured_on_shortest_paths,9,0.04,0.06,2.95
3754,node_most_occured_on_shortest_paths,9,0.05,0.06,4.25
3755,node_most_occured_on_shortest_paths,9,0.06,0.06,2.85
3756,node_most_occured_on_shortest_paths,9,0.07,0.06,3.0
3757,node_most_occured_on_shortest_paths,9,0.08,0.06,3.85
3758,node_most_occured_on_shortest_paths,9,0.09,0.06,4.95
3759,node_most_occured_on_shortest_paths,9,0.1,0.06,3.95
3760,node_most_occured_on_shortest_paths,9,0.01,0.07,3.45
3761,node_most_occured_on_shortest_paths,9,0.02,0.07,3.5
3762,node_most_occured_on_shortest_paths,9,0.03,0.07,3.55
3763,node_most_occured_on_shortest_paths,9,0.04,0.07,3.35
3764,node_most_occured_on_shortest_paths,9,0.05,0.07,3.6
3765,node_most_occured_on_shortest_paths,9,0.06,0.07,2.9
3766,node_most_occured_on_shortest_paths,9,0.07,0.07,3.7
3767,node_most_occured_on_shortest_paths,9,0.08,0.07,3.35
3768,node_most_occured_on_shortest_paths,9,0.09,0.07,3.35
3769,node_most_occured_on_shortest_paths,9,0.1,0.07,3.55
3770,node_most_occured_on_shortest_paths,9,0.01,0.08,3.55
3771,node_most_occured_on_shortest_paths,9,0.02,0.08,4.15
3772,node_most_occured_on_shortest_paths,9,0.03,0.08,3.35
3773,node_most_occured_on_shortest_paths,9,0.04,0.08,3.75
3774,node_most_occured_on_shortest_paths,9,0.05,0.08,2.85
3775,node_most_occured_on_shortest_paths,9,0.06,0.08,4.0
3776,node_most_occured_on_shortest_paths,9,0.07,0.08,3.75
3777,node_most_occured_on_shortest_paths,9,0.08,0.08,4.6
3778,node_most_occured_on_shortest_paths,9,0.09,0.08,4.6
3779,node_most_occured_on_shortest_paths,9,0.1,0.08,3.45
3780,node_most_occured_on_shortest_paths,9,0.01,0.09,3.4
3781,node_most_occured_on_shortest_paths,9,0.02,0.09,2.75
3782,node_most_occured_on_shortest_paths,9,0.03,0.09,2.65
3783,node_most_occured_on_shortest_paths,9,0.04,0.09,3.55
3784,node_most_occured_on_shortest_paths,9,0.05,0.09,3.9
3785,node_most_occured_on_shortest_paths,9,0.06,0.09,3.2
3786,node_most_occured_on_shortest_paths,9,0.07,0.09,4.2
3787,node_most_occured_on_shortest_paths,9,0.08,0.09,2.85
3788,node_most_occured_on_shortest_paths,9,0.09,0.09,3.4
3789,node_most_occured_on_shortest_paths,9,0.1,0.09,3.4
3790,node_most_occured_on_shortest_paths,9,0.01,0.1,3.1
3791,node_most_occured_on_shortest_paths,9,0.02,0.1,2.8
3792,node_most_occured_on_shortest_paths,9,0.03,0.1,3.9
3793,node_most_occured_on_shortest_paths,9,0.04,0.1,3.75
3794,node_most_occured_on_shortest_paths,9,0.05,0.1,3.6
3795,node_most_occured_on_shortest_paths,9,0.06,0.1,3.8
3796,node_most_occured_on_shortest_paths,9,0.07,0.1,3.2
3797,node_most_occured_on_shortest_paths,9,0.08,0.1,3.0
3798,node_most_occured_on_shortest_paths,9,0.09,0.1,3.6
3799,node_most_occured_on_shortest_paths,9,0.1,0.1,3.25
3800,node_most_occured_on_shortest_paths,9,0.01,0.11,3.7
3801,node_most_occured_on_shortest_paths,9,0.02,0.11,3.95
3802,node_most_occured_on_shortest_paths,9,0.03,0.11,4.4
3803,node_most_occured_on_shortest_paths,9,0.04,0.11,3.95
3804,node_most_occured_on_shortest_paths,9,0.05,0.11,4.2
3805,node_most_occured_on_shortest_paths,9,0.06,0.11,3.35
3806,node_most_occured_on_shortest_paths,9,0.07,0.11,3.15
3807,node_most_occured_on_shortest_paths,9,0.08,0.11,4.25
3808,node_most_occured_on_shortest_paths,9,0.09,0.11,3.85
3809,node_most_occured_on_shortest_paths,9,0.1,0.11,3.15
3810,node_most_occured_on_shortest_paths,9,0.01,0.12,2.35
3811,node_most_occured_on_shortest_paths,9,0.02,0.12,2.3
3812,node_most_occured_on_shortest_paths,9,0.03,0.12,2.1
3813,node_most_occured_on_shortest_paths,9,0.04,0.12,2.1
3814,node_most_occured_on_shortest_paths,9,0.05,0.12,2.0
3815,node_most_occured_on_shortest_paths,9,0.06,0.12,2.3
3816,node_most_occured_on_shortest_paths,9,0.07,0.12,2.05
3817,node_most_occured_on_shortest_paths,9,0.08,0.12,2.25
3818,node_most_occured_on_shortest_paths,9,0.09,0.12,2.6
3819,node_most_occured_on_shortest_paths,9,0.1,0.12,2.1
3820,node_most_occured_on_shortest_paths,9,0.01,0.13,2.85
3821,node_most_occured_on_shortest_paths,9,0.02,0.13,2.25
3822,node_most_occured_on_shortest_paths,9,0.03,0.13,2.45
3823,node_most_occured_on_shortest_paths,9,0.04,0.13,2.45
3824,node_most_occured_on_shortest_paths,9,0.05,0.13,2.95
3825,node_most_occured_on_shortest_paths,9,0.06,0.13,2.55
3826,node_most_occured_on_shortest_paths,9,0.07,0.13,2.3
3827,node_most_occured_on_shortest_paths,9,0.08,0.13,2.55
3828,node_most_occured_on_shortest_paths,9,0.09,0.13,2.1
3829,node_most_occured_on_shortest_paths,9,0.1,0.13,2.9
3830,node_most_occured_on_shortest_paths,9,0.01,0.14,2.5
3831,node_most_occured_on_shortest_paths,9,0.02,0.14,2.7
3832,node_most_occured_on_shortest_paths,9,0.03,0.14,2.55
3833,node_most_occured_on_shortest_paths,9,0.04,0.14,2.4
3834,node_most_occured_on_shortest_paths,9,0.05,0.14,2.3
3835,node_most_occured_on_shortest_paths,9,0.06,0.14,2.65
3836,node_most_occured_on_shortest_paths,9,0.07,0.14,2.45
3837,node_most_occured_on_shortest_paths,9,0.08,0.14,2.75
3838,node_most_occured_on_shortest_paths,9,0.09,0.14,2.1
3839,node_most_occured_on_shortest_paths,9,0.1,0.14,2.15
3840,node_most_occured_on_shortest_paths,9,0.01,0.15,2.15
3841,node_most_occured_on_shortest_paths,9,0.02,0.15,2.4
3842,node_most_occured_on_shortest_paths,9,0.03,0.15,2.25
3843,node_most_occured_on_shortest_paths,9,0.04,0.15,2.45
3844,node_most_occured_on_shortest_paths,9,0.05,0.15,2.55
3845,node_most_occured_on_shortest_paths,9,0.06,0.15,2.75
3846,node_most_occured_on_shortest_paths,9,0.07,0.15,1.95
3847,node_most_occured_on_shortest_paths,9,0.08,0.15,2.3
3848,node_most_occured_on_shortest_paths,9,0.09,0.15,2.35
3849,node_most_occured_on_shortest_paths,9,0.1,0.15,2.9
3850,node_most_occured_on_shortest_paths,10,0.01,0.05,3.15
3851,node_most_occured_on_shortest_paths,10,0.02,0.05,2.8
3852,node_most_occured_on_shortest_paths,10,0.03,0.05,3.5
3853,node_most_occured_on_shortest_paths,10,0.04,0.05,3.6
3854,node_most_occured_on_shortest_paths,10,0.05,0.05,3.0
3855,node_most_occured_on_shortest_paths,10,0.06,0.05,3.65
3856,node_most_occured_on_shortest_paths,10,0.07,0.05,3.3
3857,node_most_occured_on_shortest_paths,10,0.08,0.05,3.75
3858,node_most_occured_on_shortest_paths,10,0.09,0.05,3.35
3859,node_most_occured_on_shortest_paths,10,0.1,0.05,3.4
3860,node_most_occured_on_shortest_paths,10,0.01,0.06,3.6
3861,node_most_occured_on_shortest_paths,10,0.02,0.06,2.8
3862,node_most_occured_on_shortest_paths,10,0.03,0.06,3.05
3863,node_most_occured_on_shortest_paths,10,0.04,0.06,3.95
3864,node_most_occured_on_shortest_paths,10,0.05,0.06,3.45
3865,node_most_occured_on_shortest_paths,10,0.06,0.06,3.3
3866,node_most_occured_on_shortest_paths,10,0.07,0.06,3.45
3867,node_most_occured_on_shortest_paths,10,0.08,0.06,2.5
3868,node_most_occured_on_shortest_paths,10,0.09,0.06,2.9
3869,node_most_occured_on_shortest_paths,10,0.1,0.06,3.3
3870,node_most_occured_on_shortest_paths,10,0.01,0.07,3.15
3871,node_most_occured_on_shortest_paths,10,0.02,0.07,3.2
3872,node_most_occured_on_shortest_paths,10,0.03,0.07,4.85
3873,node_most_occured_on_shortest_paths,10,0.04,0.07,3.95
3874,node_most_occured_on_shortest_paths,10,0.05,0.07,3.2
3875,node_most_occured_on_shortest_paths,10,0.06,0.07,3.25
3876,node_most_occured_on_shortest_paths,10,0.07,0.07,3.25
3877,node_most_occured_on_shortest_paths,10,0.08,0.07,3.4
3878,node_most_occured_on_shortest_paths,10,0.09,0.07,3.35
3879,node_most_occured_on_shortest_paths,10,0.1,0.07,3.65
3880,node_most_occured_on_shortest_paths,10,0.01,0.08,3.6
3881,node_most_occured_on_shortest_paths,10,0.02,0.08,3.5
3882,node_most_occured_on_shortest_paths,10,0.03,0.08,3.05
3883,node_most_occured_on_shortest_paths,10,0.04,0.08,3.95
3884,node_most_occured_on_shortest_paths,10,0.05,0.08,3.9
3885,node_most_occured_on_shortest_paths,10,0.06,0.08,4.45
3886,node_most_occured_on_shortest_paths,10,0.07,0.08,3.45
3887,node_most_occured_on_shortest_paths,10,0.08,0.08,3.35
3888,node_most_occured_on_shortest_paths,10,0.09,0.08,3.35
3889,node_most_occured_on_shortest_paths,10,0.1,0.08,3.7
3890,node_most_occured_on_shortest_paths,10,0.01,0.09,3.55
3891,node_most_occured_on_shortest_paths,10,0.02,0.09,3.75
3892,node_most_occured_on_shortest_paths,10,0.03,0.09,3.6
3893,node_most_occured_on_shortest_paths,10,0.04,0.09,2.95
3894,node_most_occured_on_shortest_paths,10,0.05,0.09,3.6
3895,node_most_occured_on_shortest_paths,10,0.06,0.09,3.1
3896,node_most_occured_on_shortest_paths,10,0.07,0.09,4.3
3897,node_most_occured_on_shortest_paths,10,0.08,0.09,3.7
3898,node_most_occured_on_shortest_paths,10,0.09,0.09,3.2
3899,node_most_occured_on_shortest_paths,10,0.1,0.09,3.0
3900,node_most_occured_on_shortest_paths,10,0.01,0.1,3.55
3901,node_most_occured_on_shortest_paths,10,0.02,0.1,3.55
3902,node_most_occured_on_shortest_paths,10,0.03,0.1,3.5
3903,node_most_occured_on_shortest_paths,10,0.04,0.1,3.5
3904,node_most_occured_on_shortest_paths,10,0.05,0.1,4.4
3905,node_most_occured_on_shortest_paths,10,0.06,0.1,3.15
3906,node_most_occured_on_shortest_paths,10,0.07,0.1,2.65
3907,node_most_occured_on_shortest_paths,10,0.08,0.1,2.85
3908,node_most_occured_on_shortest_paths,10,0.09,0.1,3.4
3909,node_most_occured_on_shortest_paths,10,0.1,0.1,3.95
3910,node_most_occured_on_shortest_paths,10,0.01,0.11,2.5
3911,node_most_occured_on_shortest_paths,10,0.02,0.11,3.3
3912,node_most_occured_on_shortest_paths,10,0.03,0.11,2.45
3913,node_most_occured_on_shortest_paths,10,0.04,0.11,2.85
3914,node_most_occured_on_shortest_paths,10,0.05,0.11,3.0
3915,node_most_occured_on_shortest_paths,10,0.06,0.11,2.2
3916,node_most_occured_on_shortest_paths,10,0.07,0.11,2.55
3917,node_most_occured_on_shortest_paths,10,0.08,0.11,1.7
3918,node_most_occured_on_shortest_paths,10,0.09,0.11,2.65
3919,node_most_occured_on_shortest_paths,10,0.1,0.11,2.25
3920,node_most_occured_on_shortest_paths,10,0.01,0.12,2.9
3921,node_most_occured_on_shortest_paths,10,0.02,0.12,2.5
3922,node_most_occured_on_shortest_paths,10,0.03,0.12,2.15
3923,node_most_occured_on_shortest_paths,10,0.04,0.12,2.75
3924,node_most_occured_on_shortest_paths,10,0.05,0.12,2.25
3925,node_most_occured_on_shortest_paths,10,0.06,0.12,2.25
3926,node_most_occured_on_shortest_paths,10,0.07,0.12,2.6
3927,node_most_occured_on_shortest_paths,10,0.08,0.12,2.2
3928,node_most_occured_on_shortest_paths,10,0.09,0.12,2.1
3929,node_most_occured_on_shortest_paths,10,0.1,0.12,2.3
3930,node_most_occured_on_shortest_paths,10,0.01,0.13,2.65
3931,node_most_occured_on_shortest_paths,10,0.02,0.13,2.4
3932,node_most_occured_on_shortest_paths,10,0.03,0.13,2.4
3933,node_most_occured_on_shortest_paths,10,0.04,0.13,3.0
3934,node_most_occured_on_shortest_paths,10,0.05,0.13,2.3
3935,node_most_occured_on_shortest_paths,10,0.06,0.13,2.3
3936,node_most_occured_on_shortest_paths,10,0.07,0.13,2.3
3937,node_most_occured_on_shortest_paths,10,0.08,0.13,2.4
3938,node_most_occured_on_shortest_paths,10,0.09,0.13,2.45
3939,node_most_occured_on_shortest_paths,10,0.1,0.13,2.45
3940,node_most_occured_on_shortest_paths,10,0.01,0.14,2.7
3941,node_most_occured_on_shortest_paths,10,0.02,0.14,2.85
3942,node_most_occured_on_shortest_paths,10,0.03,0.14,1.9
3943,node_most_occured_on_shortest_paths,10,0.04,0.14,2.1
3944,node_most_occured_on_shortest_paths,10,0.05,0.14,3.05
3945,node_most_occured_on_shortest_paths,10,0.06,0.14,1.95
3946,node_most_occured_on_shortest_paths,10,0.07,0.14,2.35
3947,node_most_occured_on_shortest_paths,10,0.08,0.14,2.3
3948,node_most_occured_on_shortest_paths,10,0.09,0.14,1.95
3949,node_most_occured_on_shortest_paths,10,0.1,0.14,2.7
3950,node_most_occured_on_shortest_paths,10,0.01,0.15,2.2
3951,node_most_occured_on_shortest_paths,10,0.02,0.15,2.1
3952,node_most_occured_on_shortest_paths,10,0.03,0.15,3.05
3953,node_most_occured_on_shortest_paths,10,0.04,0.15,2.3
3954,node_most_occured_on_shortest_paths,10,0.05,0.15,2.45
3955,node_most_occured_on_shortest_paths,10,0.06,0.15,2.3
3956,node_most_occured_on_shortest_paths,10,0.07,0.15,2.45
3957,node_most_occured_on_shortest_paths,10,0.08,0.15,2.15
3958,node_most_occured_on_shortest_paths,10,0.09,0.15,2.9
3959,node_most_occured_on_shortest_paths,10,0.1,0.15,2.5
3960,node_most_occured_on_shortest_paths,11,0.01,0.05,3.45
3961,node_most_occured_on_shortest_paths,11,0.02,0.05,4.15
3962,node_most_occured_on_shortest_paths,11,0.03,0.05,3.45
3963,node_most_occured_on_shortest_paths,11,0.04,0.05,3.55
3964,node_most_occured_on_shortest_paths,11,0.05,0.05,4.15
3965,node_most_occured_on_shortest_paths,11,0.06,0.05,4.1
3966,node_most_occured_on_shortest_paths,11,0.07,0.05,3.5
3967,node_most_occured_on_shortest_paths,11,0.08,0.05,2.9
3968,node_most_occured_on_shortest_paths,11,0.09,0.05,3.6
3969,node_most_occured_on_shortest_paths,11,0.1,0.05,5.6
3970,node_most_occured_on_shortest_paths,11,0.01,0.06,3.5
3971,node_most_occured_on_shortest_paths,11,0.02,0.06,4.35
3972,node_most_occured_on_shortest_paths,11,0.03,0.06,3.05
3973,node_most_occured_on_shortest_paths,11,0.04,0.06,3.75
3974,node_most_occured_on_shortest_paths,11,0.05,0.06,4.05
3975,node_most_occured_on_shortest_paths,11,0.06,0.06,3.15
3976,node_most_occured_on_shortest_paths,11,0.07,0.06,4.0
3977,node_most_occured_on_shortest_paths,11,0.08,0.06,4.65
3978,node_most_occured_on_shortest_paths,11,0.09,0.06,2.9
3979,node_most_occured_on_shortest_paths,11,0.1,0.06,5.2
3980,node_most_occured_on_shortest_paths,11,0.01,0.07,4.6
3981,node_most_occured_on_shortest_paths,11,0.02,0.07,4.45
3982,node_most_occured_on_shortest_paths,11,0.03,0.07,3.8
3983,node_most_occured_on_shortest_paths,11,0.04,0.07,3.9
3984,node_most_occured_on_shortest_paths,11,0.05,0.07,4.75
3985,node_most_occured_on_shortest_paths,11,0.06,0.07,2.95
3986,node_most_occured_on_shortest_paths,11,0.07,0.07,2.85
3987,node_most_occured_on_shortest_paths,11,0.08,0.07,2.1
3988,node_most_occured_on_shortest_paths,11,0.09,0.07,3.65
3989,node_most_occured_on_shortest_paths,11,0.1,0.07,6.1
3990,node_most_occured_on_shortest_paths,11,0.01,0.08,3.0
3991,node_most_occured_on_shortest_paths,11,0.02,0.08,3.75
3992,node_most_occured_on_shortest_paths,11,0.03,0.08,3.3
3993,node_most_occured_on_shortest_paths,11,0.04,0.08,3.8
3994,node_most_occured_on_shortest_paths,11,0.05,0.08,4.2
3995,node_most_occured_on_shortest_paths,11,0.06,0.08,3.4
3996,node_most_occured_on_shortest_paths,11,0.07,0.08,3.65
3997,node_most_occured_on_shortest_paths,11,0.08,0.08,2.55
3998,node_most_occured_on_shortest_paths,11,0.09,0.08,3.2
3999,node_most_occured_on_shortest_paths,11,0.1,0.08,5.0
4000,node_most_occured_on_shortest_paths,11,0.01,0.09,4.85
4001,node_most_occured_on_shortest_paths,11,0.02,0.09,2.9
4002,node_most_occured_on_shortest_paths,11,0.03,0.09,3.55
4003,node_most_occured_on_shortest_paths,11,0.04,0.09,3.75
4004,node_most_occured_on_shortest_paths,11,0.05,0.09,3.8
4005,node_most_occured_on_shortest_paths,11,0.06,0.09,3.05
4006,node_most_occured_on_shortest_paths,11,0.07,0.09,3.35
4007,node_most_occured_on_shortest_paths,11,0.08,0.09,3.2
4008,node_most_occured_on_shortest_paths,11,0.09,0.09,2.95
4009,node_most_occured_on_shortest_paths,11,0.1,0.09,6.15
4010,node_most_occured_on_shortest_paths,11,0.01,0.1,2.35
4011,node_most_occured_on_shortest_paths,11,0.02,0.1,2.75
4012,node_most_occured_on_shortest_paths,11,0.03,0.1,1.95
4013,node_most_occured_on_shortest_paths,11,0.04,0.1,2.9
4014,node_most_occured_on_shortest_paths,11,0.05,0.1,2.55
4015,node_most_occured_on_shortest_paths,11,0.06,0.1,2.75
4016,node_most_occured_on_shortest_paths,11,0.07,0.1,2.35
4017,node_most_occured_on_shortest_paths,11,0.08,0.1,2.2
4018,node_most_occured_on_shortest_paths,11,0.09,0.1,2.4
4019,node_most_occured_on_shortest_paths,11,0.1,0.1,4.45
4020,node_most_occured_on_shortest_paths,11,0.01,0.11,2.8
4021,node_most_occured_on_shortest_paths,11,0.02,0.11,2.3
4022,node_most_occured_on_shortest_paths,11,0.03,0.11,2.55
4023,node_most_occured_on_shortest_paths,11,0.04,0.11,2.25
4024,node_most_occured_on_shortest_paths,11,0.05,0.11,2.85
4025,node_most_occured_on_shortest_paths,11,0.06,0.11,2.75
4026,node_most_occured_on_shortest_paths,11,0.07,0.11,2.6
4027,node_most_occured_on_shortest_paths,11,0.08,0.11,2.2
4028,node_most_occured_on_shortest_paths,11,0.09,0.11,2.35
4029,node_most_occured_on_shortest_paths,11,0.1,0.11,4.25
4030,node_most_occured_on_shortest_paths,11,0.01,0.12,2.55
4031,node_most_occured_on_shortest_paths,11,0.02,0.12,2.3
4032,node_most_occured_on_shortest_paths,11,0.03,0.12,3.1
4033,node_most_occured_on_shortest_paths,11,0.04,0.12,2.5
4034,node_most_occured_on_shortest_paths,11,0.05,0.12,2.6
4035,node_most_occured_on_shortest_paths,11,0.06,0.12,2.95
4036,node_most_occured_on_shortest_paths,11,0.07,0.12,2.95
4037,node_most_occured_on_shortest_paths,11,0.08,0.12,3.05
4038,node_most_occured_on_shortest_paths,11,0.09,0.12,2.2
4039,node_most_occured_on_shortest_paths,11,0.1,0.12,4.1
4040,node_most_occured_on_shortest_paths,11,0.01,0.13,2.5
4041,node_most_occured_on_shortest_paths,11,0.02,0.13,2.95
4042,node_most_occured_on_shortest_paths,11,0.03,0.13,1.95
4043,node_most_occured_on_shortest_paths,11,0.04,0.13,3.6
4044,node_most_occured_on_shortest_paths,11,0.05,0.13,2.7
4045,node_most_occured_on_shortest_paths,11,0.06,0.13,2.25
4046,node_most_occured_on_shortest_paths,11,0.07,0.13,2.35
4047,node_most_occured_on_shortest_paths,11,0.08,0.13,2.65
4048,node_most_occured_on_shortest_paths,11,0.09,0.13,2.25
4049,node_most_occured_on_shortest_paths,11,0.1,0.13,4.0
4050,node_most_occured_on_shortest_paths,11,0.01,0.14,2.95
4051,node_most_occured_on_shortest_paths,11,0.02,0.14,2.9
4052,node_most_occured_on_shortest_paths,11,0.03,0.14,2.55
4053,node_most_occured_on_shortest_paths,11,0.04,0.14,2.5
4054,node_most_occured_on_shortest_paths,11,0.05,0.14,2.35
4055,node_most_occured_on_shortest_paths,11,0.06,0.14,2.2
4056,node_most_occured_on_shortest_paths,11,0.07,0.14,2.15
4057,node_most_occured_on_shortest_paths,11,0.08,0.14,2.3
4058,node_most_occured_on_shortest_paths,11,0.09,0.14,1.95
4059,node_most_occured_on_shortest_paths,11,0.1,0.14,3.8
4060,node_most_occured_on_shortest_paths,11,0.01,0.15,2.55
4061,node_most_occured_on_shortest_paths,11,0.02,0.15,2.35
4062,node_most_occured_on_shortest_paths,11,0.03,0.15,2.45
4063,node_most_occured_on_shortest_paths,11,0.04,0.15,2.6
4064,node_most_occured_on_shortest_paths,11,0.05,0.15,3.2
4065,node_most_occured_on_shortest_paths,11,0.06,0.15,2.7
4066,node_most_occured_on_shortest_paths,11,0.07,0.15,2.7
4067,node_most_occured_on_shortest_paths,11,0.08,0.15,2.85
4068,node_most_occured_on_shortest_paths,11,0.09,0.15,2.25
4069,node_most_occured_on_shortest_paths,11,0.1,0.15,3.75
4070,node_most_occured_on_shortest_paths,12,0.01,0.05,3.5
4071,node_most_occured_on_shortest_paths,12,0.02,0.05,3.65
4072,node_most_occured_on_shortest_paths,12,0.03,0.05,3.75
4073,node_most_occured_on_shortest_paths,12,0.04,0.05,3.5
4074,node_most_occured_on_shortest_paths,12,0.05,0.05,3.95
4075,node_most_occured_on_shortest_paths,12,0.06,0.05,2.8
4076,node_most_occured_on_shortest_paths,12,0.07,0.05,3.0
4077,node_most_occured_on_shortest_paths,12,0.08,0.05,4.55
4078,node_most_occured_on_shortest_paths,12,0.09,0.05,5.45
4079,node_most_occured_on_shortest_paths,12,0.1,0.05,5.25
4080,node_most_occured_on_shortest_paths,12,0.01,0.06,3.3
4081,node_most_occured_on_shortest_paths,12,0.02,0.06,3.65
4082,node_most_occured_on_shortest_paths,12,0.03,0.06,2.75
4083,node_most_occured_on_shortest_paths,12,0.04,0.06,3.65
4084,node_most_occured_on_shortest_paths,12,0.05,0.06,3.35
4085,node_most_occured_on_shortest_paths,12,0.06,0.06,4.1
4086,node_most_occured_on_shortest_paths,12,0.07,0.06,3.05
4087,node_most_occured_on_shortest_paths,12,0.08,0.06,2.85
4088,node_most_occured_on_shortest_paths,12,0.09,0.06,6.4
4089,node_most_occured_on_shortest_paths,12,0.1,0.06,6.25
4090,node_most_occured_on_shortest_paths,12,0.01,0.07,3.3
4091,node_most_occured_on_shortest_paths,12,0.02,0.07,3.8
4092,node_most_occured_on_shortest_paths,12,0.03,0.07,3.75
4093,node_most_occured_on_shortest_paths,12,0.04,0.07,2.5
4094,node_most_occured_on_shortest_paths,12,0.05,0.07,3.8
4095,node_most_occured_on_shortest_paths,12,0.06,0.07,3.3
4096,node_most_occured_on_shortest_paths,12,0.07,0.07,3.3
4097,node_most_occured_on_shortest_paths,12,0.08,0.07,3.25
4098,node_most_occured_on_shortest_paths,12,0.09,0.07,5.75
4099,node_most_occured_on_shortest_paths,12,0.1,0.07,6.15
4100,node_most_occured_on_shortest_paths,12,0.01,0.08,3.65
4101,node_most_occured_on_shortest_paths,12,0.02,0.08,2.2
4102,node_most_occured_on_shortest_paths,12,0.03,0.08,2.3
4103,node_most_occured_on_shortest_paths,12,0.04,0.08,2.8
4104,node_most_occured_on_shortest_paths,12,0.05,0.08,3.65
4105,node_most_occured_on_shortest_paths,12,0.06,0.08,2.9
4106,node_most_occured_on_shortest_paths,12,0.07,0.08,3.6
4107,node_most_occured_on_shortest_paths,12,0.08,0.08,3.0
4108,node_most_occured_on_shortest_paths,12,0.09,0.08,5.35
4109,node_most_occured_on_shortest_paths,12,0.1,0.08,6.05
4110,node_most_occured_on_shortest_paths,12,0.01,0.09,2.55
4111,node_most_occured_on_shortest_paths,12,0.02,0.09,2.5
