,heuristic_name,num_nodes,proportion_of_defender_nodes_per_round,proportion_of_nodes_on_fire_initial,mean_num_sims
5217,adjacent_to_nodes_on_fire,7,0.08,0.09,0.5
5218,adjacent_to_nodes_on_fire,7,0.09,0.09,0.35
5219,adjacent_to_nodes_on_fire,7,0.1,0.09,0.8
5220,adjacent_to_nodes_on_fire,7,0.01,0.1,0.75
5221,adjacent_to_nodes_on_fire,7,0.02,0.1,0.75
5222,adjacent_to_nodes_on_fire,7,0.03,0.1,0.9
5223,adjacent_to_nodes_on_fire,7,0.04,0.1,0.55
5224,adjacent_to_nodes_on_fire,7,0.05,0.1,0.7
5225,adjacent_to_nodes_on_fire,7,0.06,0.1,1.2
5226,adjacent_to_nodes_on_fire,7,0.07,0.1,0.8
5227,adjacent_to_nodes_on_fire,7,0.08,0.1,0.6
5228,adjacent_to_nodes_on_fire,7,0.09,0.1,0.85
5229,adjacent_to_nodes_on_fire,7,0.1,0.1,0.75
5230,adjacent_to_nodes_on_fire,7,0.01,0.11,0.6
5231,adjacent_to_nodes_on_fire,7,0.02,0.11,0.85
5232,adjacent_to_nodes_on_fire,7,0.03,0.11,0.8
5233,adjacent_to_nodes_on_fire,7,0.04,0.11,1.2
5234,adjacent_to_nodes_on_fire,7,0.05,0.11,0.7
5235,adjacent_to_nodes_on_fire,7,0.06,0.11,0.7
5236,adjacent_to_nodes_on_fire,7,0.07,0.11,0.85
5237,adjacent_to_nodes_on_fire,7,0.08,0.11,0.8
5238,adjacent_to_nodes_on_fire,7,0.09,0.11,0.85
5239,adjacent_to_nodes_on_fire,7,0.1,0.11,0.55
5240,adjacent_to_nodes_on_fire,7,0.01,0.12,0.8
5241,adjacent_to_nodes_on_fire,7,0.02,0.12,1.05
5242,adjacent_to_nodes_on_fire,7,0.03,0.12,1.2
5243,adjacent_to_nodes_on_fire,7,0.04,0.12,0.85
5244,adjacent_to_nodes_on_fire,7,0.05,0.12,0.7
5245,adjacent_to_nodes_on_fire,7,0.06,0.12,0.85
5246,adjacent_to_nodes_on_fire,7,0.07,0.12,0.9
5247,adjacent_to_nodes_on_fire,7,0.08,0.12,0.95
5248,adjacent_to_nodes_on_fire,7,0.09,0.12,1.05
5249,adjacent_to_nodes_on_fire,7,0.1,0.12,0.95
5250,adjacent_to_nodes_on_fire,7,0.01,0.13,1.15
5251,adjacent_to_nodes_on_fire,7,0.02,0.13,0.85
5252,adjacent_to_nodes_on_fire,7,0.03,0.13,0.55
5253,adjacent_to_nodes_on_fire,7,0.04,0.13,1.0
5254,adjacent_to_nodes_on_fire,7,0.05,0.13,1.1
5255,adjacent_to_nodes_on_fire,7,0.06,0.13,0.8
5256,adjacent_to_nodes_on_fire,7,0.07,0.13,1.05
5257,adjacent_to_nodes_on_fire,7,0.08,0.13,0.55
5258,adjacent_to_nodes_on_fire,7,0.09,0.13,0.85
5259,adjacent_to_nodes_on_fire,7,0.1,0.13,0.75
5260,adjacent_to_nodes_on_fire,7,0.01,0.14,0.95
5261,adjacent_to_nodes_on_fire,7,0.02,0.14,1.0
5262,adjacent_to_nodes_on_fire,7,0.03,0.14,0.55
5263,adjacent_to_nodes_on_fire,7,0.04,0.14,0.55
5264,adjacent_to_nodes_on_fire,7,0.05,0.14,1.25
5265,adjacent_to_nodes_on_fire,7,0.06,0.14,0.6
5266,adjacent_to_nodes_on_fire,7,0.07,0.14,1.25
5267,adjacent_to_nodes_on_fire,7,0.08,0.14,0.95
5268,adjacent_to_nodes_on_fire,7,0.09,0.14,1.0
5269,adjacent_to_nodes_on_fire,7,0.1,0.14,0.85
5270,adjacent_to_nodes_on_fire,7,0.01,0.15,0.8
5271,adjacent_to_nodes_on_fire,7,0.02,0.15,0.45
5272,adjacent_to_nodes_on_fire,7,0.03,0.15,0.65
5273,adjacent_to_nodes_on_fire,7,0.04,0.15,0.35
5274,adjacent_to_nodes_on_fire,7,0.05,0.15,0.35
5275,adjacent_to_nodes_on_fire,7,0.06,0.15,0.55
5276,adjacent_to_nodes_on_fire,7,0.07,0.15,0.55
5277,adjacent_to_nodes_on_fire,7,0.08,0.15,0.55
5278,adjacent_to_nodes_on_fire,7,0.09,0.15,0.8
5279,adjacent_to_nodes_on_fire,7,0.1,0.15,0.4
5280,adjacent_to_nodes_on_fire,8,0.01,0.05,0.75
5281,adjacent_to_nodes_on_fire,8,0.02,0.05,0.65
5282,adjacent_to_nodes_on_fire,8,0.03,0.05,1.05
5283,adjacent_to_nodes_on_fire,8,0.04,0.05,1.1
5284,adjacent_to_nodes_on_fire,8,0.05,0.05,0.85
5285,adjacent_to_nodes_on_fire,8,0.06,0.05,0.9
5286,adjacent_to_nodes_on_fire,8,0.07,0.05,0.7
5287,adjacent_to_nodes_on_fire,8,0.08,0.05,0.9
5288,adjacent_to_nodes_on_fire,8,0.09,0.05,0.85
5289,adjacent_to_nodes_on_fire,8,0.1,0.05,0.8
5290,adjacent_to_nodes_on_fire,8,0.01,0.06,0.65
5291,adjacent_to_nodes_on_fire,8,0.02,0.06,1.55
5292,adjacent_to_nodes_on_fire,8,0.03,0.06,1.2
5293,adjacent_to_nodes_on_fire,8,0.04,0.06,1.0
5294,adjacent_to_nodes_on_fire,8,0.05,0.06,0.9
5295,adjacent_to_nodes_on_fire,8,0.06,0.06,1.15
5296,adjacent_to_nodes_on_fire,8,0.07,0.06,0.9
5297,adjacent_to_nodes_on_fire,8,0.08,0.06,0.95
5298,adjacent_to_nodes_on_fire,8,0.09,0.06,0.85
5299,adjacent_to_nodes_on_fire,8,0.1,0.06,1.3
5300,adjacent_to_nodes_on_fire,8,0.01,0.07,0.95
5301,adjacent_to_nodes_on_fire,8,0.02,0.07,0.65
5302,adjacent_to_nodes_on_fire,8,0.03,0.07,1.05
5303,adjacent_to_nodes_on_fire,8,0.04,0.07,1.05
5304,adjacent_to_nodes_on_fire,8,0.05,0.07,1.15
5305,adjacent_to_nodes_on_fire,8,0.06,0.07,1.35
5306,adjacent_to_nodes_on_fire,8,0.07,0.07,1.4
5307,adjacent_to_nodes_on_fire,8,0.08,0.07,0.8
5308,adjacent_to_nodes_on_fire,8,0.09,0.07,1.6
5309,adjacent_to_nodes_on_fire,8,0.1,0.07,1.3
5310,adjacent_to_nodes_on_fire,8,0.01,0.08,0.8
5311,adjacent_to_nodes_on_fire,8,0.02,0.08,1.05
5312,adjacent_to_nodes_on_fire,8,0.03,0.08,1.0
5313,adjacent_to_nodes_on_fire,8,0.04,0.08,0.8
5314,adjacent_to_nodes_on_fire,8,0.05,0.08,1.2
5315,adjacent_to_nodes_on_fire,8,0.06,0.08,0.7
5316,adjacent_to_nodes_on_fire,8,0.07,0.08,1.0
5317,adjacent_to_nodes_on_fire,8,0.08,0.08,1.0
5318,adjacent_to_nodes_on_fire,8,0.09,0.08,1.05
5319,adjacent_to_nodes_on_fire,8,0.1,0.08,1.4
5320,adjacent_to_nodes_on_fire,8,0.01,0.09,0.95
5321,adjacent_to_nodes_on_fire,8,0.02,0.09,0.8
5322,adjacent_to_nodes_on_fire,8,0.03,0.09,1.05
5323,adjacent_to_nodes_on_fire,8,0.04,0.09,1.3
5324,adjacent_to_nodes_on_fire,8,0.05,0.09,1.0
5325,adjacent_to_nodes_on_fire,8,0.06,0.09,1.15
5326,adjacent_to_nodes_on_fire,8,0.07,0.09,1.1
5327,adjacent_to_nodes_on_fire,8,0.08,0.09,1.05
5328,adjacent_to_nodes_on_fire,8,0.09,0.09,1.15
5329,adjacent_to_nodes_on_fire,8,0.1,0.09,0.95
5330,adjacent_to_nodes_on_fire,8,0.01,0.1,0.7
5331,adjacent_to_nodes_on_fire,8,0.02,0.1,1.55
5332,adjacent_to_nodes_on_fire,8,0.03,0.1,1.1
5333,adjacent_to_nodes_on_fire,8,0.04,0.1,1.05
5334,adjacent_to_nodes_on_fire,8,0.05,0.1,1.0
5335,adjacent_to_nodes_on_fire,8,0.06,0.1,1.1
5336,adjacent_to_nodes_on_fire,8,0.07,0.1,1.1
5337,adjacent_to_nodes_on_fire,8,0.08,0.1,1.1
5338,adjacent_to_nodes_on_fire,8,0.09,0.1,1.25
5339,adjacent_to_nodes_on_fire,8,0.1,0.1,1.1
5340,adjacent_to_nodes_on_fire,8,0.01,0.11,0.95
5341,adjacent_to_nodes_on_fire,8,0.02,0.11,0.85
5342,adjacent_to_nodes_on_fire,8,0.03,0.11,1.3
5343,adjacent_to_nodes_on_fire,8,0.04,0.11,1.25
5344,adjacent_to_nodes_on_fire,8,0.05,0.11,0.7
5345,adjacent_to_nodes_on_fire,8,0.06,0.11,1.05
5346,adjacent_to_nodes_on_fire,8,0.07,0.11,0.95
5347,adjacent_to_nodes_on_fire,8,0.08,0.11,1.0
5348,adjacent_to_nodes_on_fire,8,0.09,0.11,1.2
5349,adjacent_to_nodes_on_fire,8,0.1,0.11,1.05
5350,adjacent_to_nodes_on_fire,8,0.01,0.12,0.95
5351,adjacent_to_nodes_on_fire,8,0.02,0.12,0.9
5352,adjacent_to_nodes_on_fire,8,0.03,0.12,1.3
5353,adjacent_to_nodes_on_fire,8,0.04,0.12,1.1
5354,adjacent_to_nodes_on_fire,8,0.05,0.12,0.85
5355,adjacent_to_nodes_on_fire,8,0.06,0.12,1.2
5356,adjacent_to_nodes_on_fire,8,0.07,0.12,1.2
5357,adjacent_to_nodes_on_fire,8,0.08,0.12,0.9
5358,adjacent_to_nodes_on_fire,8,0.09,0.12,1.15
5359,adjacent_to_nodes_on_fire,8,0.1,0.12,1.15
5360,adjacent_to_nodes_on_fire,8,0.01,0.13,0.95
5361,adjacent_to_nodes_on_fire,8,0.02,0.13,0.8
5362,adjacent_to_nodes_on_fire,8,0.03,0.13,0.9
5363,adjacent_to_nodes_on_fire,8,0.04,0.13,1.25
5364,adjacent_to_nodes_on_fire,8,0.05,0.13,0.8
5365,adjacent_to_nodes_on_fire,8,0.06,0.13,0.7
5366,adjacent_to_nodes_on_fire,8,0.07,0.13,0.5
5367,adjacent_to_nodes_on_fire,8,0.08,0.13,0.7
5368,adjacent_to_nodes_on_fire,8,0.09,0.13,0.65
5369,adjacent_to_nodes_on_fire,8,0.1,0.13,0.8
5370,adjacent_to_nodes_on_fire,8,0.01,0.14,0.8
5371,adjacent_to_nodes_on_fire,8,0.02,0.14,0.55
5372,adjacent_to_nodes_on_fire,8,0.03,0.14,0.6
5373,adjacent_to_nodes_on_fire,8,0.04,0.14,0.85
5374,adjacent_to_nodes_on_fire,8,0.05,0.14,0.9
5375,adjacent_to_nodes_on_fire,8,0.06,0.14,0.65
5376,adjacent_to_nodes_on_fire,8,0.07,0.14,0.8
5377,adjacent_to_nodes_on_fire,8,0.08,0.14,0.85
5378,adjacent_to_nodes_on_fire,8,0.09,0.14,0.45
5379,adjacent_to_nodes_on_fire,8,0.1,0.14,0.95
5380,adjacent_to_nodes_on_fire,8,0.01,0.15,0.5
5381,adjacent_to_nodes_on_fire,8,0.02,0.15,1.15
5382,adjacent_to_nodes_on_fire,8,0.03,0.15,0.8
5383,adjacent_to_nodes_on_fire,8,0.04,0.15,0.6
5384,adjacent_to_nodes_on_fire,8,0.05,0.15,0.6
5385,adjacent_to_nodes_on_fire,8,0.06,0.15,0.6
5386,adjacent_to_nodes_on_fire,8,0.07,0.15,0.8
5387,adjacent_to_nodes_on_fire,8,0.08,0.15,0.55
5388,adjacent_to_nodes_on_fire,8,0.09,0.15,0.75
5389,adjacent_to_nodes_on_fire,8,0.1,0.15,0.9
5390,adjacent_to_nodes_on_fire,9,0.01,0.05,1.15
5391,adjacent_to_nodes_on_fire,9,0.02,0.05,1.0
5392,adjacent_to_nodes_on_fire,9,0.03,0.05,1.45
5393,adjacent_to_nodes_on_fire,9,0.04,0.05,1.2
5394,adjacent_to_nodes_on_fire,9,0.05,0.05,1.35
5395,adjacent_to_nodes_on_fire,9,0.06,0.05,1.1
5396,adjacent_to_nodes_on_fire,9,0.07,0.05,1.2
5397,adjacent_to_nodes_on_fire,9,0.08,0.05,1.25
5398,adjacent_to_nodes_on_fire,9,0.09,0.05,1.25
5399,adjacent_to_nodes_on_fire,9,0.1,0.05,1.45
5400,adjacent_to_nodes_on_fire,9,0.01,0.06,1.25
5401,adjacent_to_nodes_on_fire,9,0.02,0.06,1.45
5402,adjacent_to_nodes_on_fire,9,0.03,0.06,1.35
5403,adjacent_to_nodes_on_fire,9,0.04,0.06,1.0
5404,adjacent_to_nodes_on_fire,9,0.05,0.06,1.15
5405,adjacent_to_nodes_on_fire,9,0.06,0.06,1.2
5406,adjacent_to_nodes_on_fire,9,0.07,0.06,1.45
5407,adjacent_to_nodes_on_fire,9,0.08,0.06,1.05
5408,adjacent_to_nodes_on_fire,9,0.09,0.06,1.35
5409,adjacent_to_nodes_on_fire,9,0.1,0.06,1.1
5410,adjacent_to_nodes_on_fire,9,0.01,0.07,1.2
5411,adjacent_to_nodes_on_fire,9,0.02,0.07,1.45
5412,adjacent_to_nodes_on_fire,9,0.03,0.07,1.15
5413,adjacent_to_nodes_on_fire,9,0.04,0.07,1.75
5414,adjacent_to_nodes_on_fire,9,0.05,0.07,1.4
5415,adjacent_to_nodes_on_fire,9,0.06,0.07,1.5
5416,adjacent_to_nodes_on_fire,9,0.07,0.07,1.2
5417,adjacent_to_nodes_on_fire,9,0.08,0.07,1.4
5418,adjacent_to_nodes_on_fire,9,0.09,0.07,1.0
5419,adjacent_to_nodes_on_fire,9,0.1,0.07,1.05
5420,adjacent_to_nodes_on_fire,9,0.01,0.08,0.8
5421,adjacent_to_nodes_on_fire,9,0.02,0.08,1.3
5422,adjacent_to_nodes_on_fire,9,0.03,0.08,0.9
5423,adjacent_to_nodes_on_fire,9,0.04,0.08,1.45
5424,adjacent_to_nodes_on_fire,9,0.05,0.08,1.15
5425,adjacent_to_nodes_on_fire,9,0.06,0.08,1.15
5426,adjacent_to_nodes_on_fire,9,0.07,0.08,1.1
5427,adjacent_to_nodes_on_fire,9,0.08,0.08,1.15
5428,adjacent_to_nodes_on_fire,9,0.09,0.08,1.15
5429,adjacent_to_nodes_on_fire,9,0.1,0.08,1.6
5430,adjacent_to_nodes_on_fire,9,0.01,0.09,1.05
5431,adjacent_to_nodes_on_fire,9,0.02,0.09,1.15
5432,adjacent_to_nodes_on_fire,9,0.03,0.09,0.95
5433,adjacent_to_nodes_on_fire,9,0.04,0.09,1.35
5434,adjacent_to_nodes_on_fire,9,0.05,0.09,1.0
5435,adjacent_to_nodes_on_fire,9,0.06,0.09,1.6
5436,adjacent_to_nodes_on_fire,9,0.07,0.09,1.2
5437,adjacent_to_nodes_on_fire,9,0.08,0.09,1.35
5438,adjacent_to_nodes_on_fire,9,0.09,0.09,1.0
5439,adjacent_to_nodes_on_fire,9,0.1,0.09,1.4
5440,adjacent_to_nodes_on_fire,9,0.01,0.1,1.8
5441,adjacent_to_nodes_on_fire,9,0.02,0.1,1.3
5442,adjacent_to_nodes_on_fire,9,0.03,0.1,1.4
5443,adjacent_to_nodes_on_fire,9,0.04,0.1,1.55
5444,adjacent_to_nodes_on_fire,9,0.05,0.1,1.0
5445,adjacent_to_nodes_on_fire,9,0.06,0.1,1.4
5446,adjacent_to_nodes_on_fire,9,0.07,0.1,1.4
5447,adjacent_to_nodes_on_fire,9,0.08,0.1,1.3
5448,adjacent_to_nodes_on_fire,9,0.09,0.1,1.15
5449,adjacent_to_nodes_on_fire,9,0.1,0.1,0.95
5450,adjacent_to_nodes_on_fire,9,0.01,0.11,1.4
5451,adjacent_to_nodes_on_fire,9,0.02,0.11,1.25
5452,adjacent_to_nodes_on_fire,9,0.03,0.11,1.45
5453,adjacent_to_nodes_on_fire,9,0.04,0.11,1.4
5454,adjacent_to_nodes_on_fire,9,0.05,0.11,1.05
5455,adjacent_to_nodes_on_fire,9,0.06,0.11,0.85
5456,adjacent_to_nodes_on_fire,9,0.07,0.11,1.35
5457,adjacent_to_nodes_on_fire,9,0.08,0.11,1.4
5458,adjacent_to_nodes_on_fire,9,0.09,0.11,1.55
5459,adjacent_to_nodes_on_fire,9,0.1,0.11,1.4
5460,adjacent_to_nodes_on_fire,9,0.01,0.12,0.7
5461,adjacent_to_nodes_on_fire,9,0.02,0.12,1.0
5462,adjacent_to_nodes_on_fire,9,0.03,0.12,0.9
5463,adjacent_to_nodes_on_fire,9,0.04,0.12,0.85
5464,adjacent_to_nodes_on_fire,9,0.05,0.12,0.55
5465,adjacent_to_nodes_on_fire,9,0.06,0.12,0.9
5466,adjacent_to_nodes_on_fire,9,0.07,0.12,0.75
5467,adjacent_to_nodes_on_fire,9,0.08,0.12,0.8
5468,adjacent_to_nodes_on_fire,9,0.09,0.12,0.55
5469,adjacent_to_nodes_on_fire,9,0.1,0.12,0.75
5470,adjacent_to_nodes_on_fire,9,0.01,0.13,0.65
5471,adjacent_to_nodes_on_fire,9,0.02,0.13,0.65
5472,adjacent_to_nodes_on_fire,9,0.03,0.13,0.85
5473,adjacent_to_nodes_on_fire,9,0.04,0.13,0.65
5474,adjacent_to_nodes_on_fire,9,0.05,0.13,0.9
5475,adjacent_to_nodes_on_fire,9,0.06,0.13,0.75
5476,adjacent_to_nodes_on_fire,9,0.07,0.13,0.95
5477,adjacent_to_nodes_on_fire,9,0.08,0.13,0.85
5478,adjacent_to_nodes_on_fire,9,0.09,0.13,1.0
5479,adjacent_to_nodes_on_fire,9,0.1,0.13,1.1
5480,adjacent_to_nodes_on_fire,9,0.01,0.14,1.1
5481,adjacent_to_nodes_on_fire,9,0.02,0.14,0.75
5482,adjacent_to_nodes_on_fire,9,0.03,0.14,0.5
5483,adjacent_to_nodes_on_fire,9,0.04,0.14,1.05
5484,adjacent_to_nodes_on_fire,9,0.05,0.14,0.9
5485,adjacent_to_nodes_on_fire,9,0.06,0.14,0.85
5486,adjacent_to_nodes_on_fire,9,0.07,0.14,0.65
5487,adjacent_to_nodes_on_fire,9,0.08,0.14,1.15
5488,adjacent_to_nodes_on_fire,9,0.09,0.14,0.85
5489,adjacent_to_nodes_on_fire,9,0.1,0.14,0.85
5490,adjacent_to_nodes_on_fire,9,0.01,0.15,0.95
5491,adjacent_to_nodes_on_fire,9,0.02,0.15,0.5
5492,adjacent_to_nodes_on_fire,9,0.03,0.15,0.9
5493,adjacent_to_nodes_on_fire,9,0.04,0.15,0.75
5494,adjacent_to_nodes_on_fire,9,0.05,0.15,1.15
5495,adjacent_to_nodes_on_fire,9,0.06,0.15,1.3
5496,adjacent_to_nodes_on_fire,9,0.07,0.15,1.05
5497,adjacent_to_nodes_on_fire,9,0.08,0.15,0.6
5498,adjacent_to_nodes_on_fire,9,0.09,0.15,0.75
5499,adjacent_to_nodes_on_fire,9,0.1,0.15,0.6
5500,adjacent_to_nodes_on_fire,10,0.01,0.05,1.75
5501,adjacent_to_nodes_on_fire,10,0.02,0.05,1.3
5502,adjacent_to_nodes_on_fire,10,0.03,0.05,1.55
5503,adjacent_to_nodes_on_fire,10,0.04,0.05,1.7
5504,adjacent_to_nodes_on_fire,10,0.05,0.05,1.4
5505,adjacent_to_nodes_on_fire,10,0.06,0.05,1.15
5506,adjacent_to_nodes_on_fire,10,0.07,0.05,1.4
5507,adjacent_to_nodes_on_fire,10,0.08,0.05,1.4
5508,adjacent_to_nodes_on_fire,10,0.09,0.05,1.45
5509,adjacent_to_nodes_on_fire,10,0.1,0.05,1.35
5510,adjacent_to_nodes_on_fire,10,0.01,0.06,1.45
5511,adjacent_to_nodes_on_fire,10,0.02,0.06,1.5
5512,adjacent_to_nodes_on_fire,10,0.03,0.06,1.6
5513,adjacent_to_nodes_on_fire,10,0.04,0.06,1.45
5514,adjacent_to_nodes_on_fire,10,0.05,0.06,1.5
5515,adjacent_to_nodes_on_fire,10,0.06,0.06,1.6
5516,adjacent_to_nodes_on_fire,10,0.07,0.06,1.25
5517,adjacent_to_nodes_on_fire,10,0.08,0.06,1.6
5518,adjacent_to_nodes_on_fire,10,0.09,0.06,1.55
5519,adjacent_to_nodes_on_fire,10,0.1,0.06,1.5
5520,adjacent_to_nodes_on_fire,10,0.01,0.07,1.5
5521,adjacent_to_nodes_on_fire,10,0.02,0.07,1.1
5522,adjacent_to_nodes_on_fire,10,0.03,0.07,1.4
5523,adjacent_to_nodes_on_fire,10,0.04,0.07,1.6
5524,adjacent_to_nodes_on_fire,10,0.05,0.07,1.4
5525,adjacent_to_nodes_on_fire,10,0.06,0.07,1.5
5526,adjacent_to_nodes_on_fire,10,0.07,0.07,1.8
5527,adjacent_to_nodes_on_fire,10,0.08,0.07,1.35
5528,adjacent_to_nodes_on_fire,10,0.09,0.07,1.5
5529,adjacent_to_nodes_on_fire,10,0.1,0.07,1.45
5530,adjacent_to_nodes_on_fire,10,0.01,0.08,0.95
5531,adjacent_to_nodes_on_fire,10,0.02,0.08,1.45
5532,adjacent_to_nodes_on_fire,10,0.03,0.08,1.6
5533,adjacent_to_nodes_on_fire,10,0.04,0.08,1.5
5534,adjacent_to_nodes_on_fire,10,0.05,0.08,1.5
5535,adjacent_to_nodes_on_fire,10,0.06,0.08,1.0
5536,adjacent_to_nodes_on_fire,10,0.07,0.08,1.4
5537,adjacent_to_nodes_on_fire,10,0.08,0.08,1.4
5538,adjacent_to_nodes_on_fire,10,0.09,0.08,1.75
5539,adjacent_to_nodes_on_fire,10,0.1,0.08,1.6
5540,adjacent_to_nodes_on_fire,10,0.01,0.09,1.4
5541,adjacent_to_nodes_on_fire,10,0.02,0.09,1.6
5542,adjacent_to_nodes_on_fire,10,0.03,0.09,1.35
5543,adjacent_to_nodes_on_fire,10,0.04,0.09,1.4
5544,adjacent_to_nodes_on_fire,10,0.05,0.09,1.05
5545,adjacent_to_nodes_on_fire,10,0.06,0.09,1.5
5546,adjacent_to_nodes_on_fire,10,0.07,0.09,0.9
5547,adjacent_to_nodes_on_fire,10,0.08,0.09,1.45
5548,adjacent_to_nodes_on_fire,10,0.09,0.09,1.5
5549,adjacent_to_nodes_on_fire,10,0.1,0.09,1.5
5550,adjacent_to_nodes_on_fire,10,0.01,0.1,1.6
5551,adjacent_to_nodes_on_fire,10,0.02,0.1,1.35
5552,adjacent_to_nodes_on_fire,10,0.03,0.1,1.4
5553,adjacent_to_nodes_on_fire,10,0.04,0.1,1.6
5554,adjacent_to_nodes_on_fire,10,0.05,0.1,1.7
5555,adjacent_to_nodes_on_fire,10,0.06,0.1,1.6
5556,adjacent_to_nodes_on_fire,10,0.07,0.1,1.8
5557,adjacent_to_nodes_on_fire,10,0.08,0.1,1.5
5558,adjacent_to_nodes_on_fire,10,0.09,0.1,1.4
5559,adjacent_to_nodes_on_fire,10,0.1,0.1,1.4
5560,adjacent_to_nodes_on_fire,10,0.01,0.11,0.5
5561,adjacent_to_nodes_on_fire,10,0.02,0.11,0.95
5562,adjacent_to_nodes_on_fire,10,0.03,0.11,0.8
5563,adjacent_to_nodes_on_fire,10,0.04,0.11,0.9
5564,adjacent_to_nodes_on_fire,10,0.05,0.11,1.2
5565,adjacent_to_nodes_on_fire,10,0.06,0.11,1.0
5566,adjacent_to_nodes_on_fire,10,0.07,0.11,0.8
5567,adjacent_to_nodes_on_fire,10,0.08,0.11,1.05
5568,adjacent_to_nodes_on_fire,10,0.09,0.11,0.9
5569,adjacent_to_nodes_on_fire,10,0.1,0.11,1.0
5570,adjacent_to_nodes_on_fire,10,0.01,0.12,1.0
5571,adjacent_to_nodes_on_fire,10,0.02,0.12,1.05
5572,adjacent_to_nodes_on_fire,10,0.03,0.12,1.1
5573,adjacent_to_nodes_on_fire,10,0.04,0.12,1.3
5574,adjacent_to_nodes_on_fire,10,0.05,0.12,1.1
5575,adjacent_to_nodes_on_fire,10,0.06,0.12,1.15
5576,adjacent_to_nodes_on_fire,10,0.07,0.12,1.1
5577,adjacent_to_nodes_on_fire,10,0.08,0.12,0.8
5578,adjacent_to_nodes_on_fire,10,0.09,0.12,1.35
5579,adjacent_to_nodes_on_fire,10,0.1,0.12,1.05
5580,adjacent_to_nodes_on_fire,10,0.01,0.13,1.05
5581,adjacent_to_nodes_on_fire,10,0.02,0.13,1.1
5582,adjacent_to_nodes_on_fire,10,0.03,0.13,0.8
5583,adjacent_to_nodes_on_fire,10,0.04,0.13,0.65
5584,adjacent_to_nodes_on_fire,10,0.05,0.13,0.8
5585,adjacent_to_nodes_on_fire,10,0.06,0.13,0.9
5586,adjacent_to_nodes_on_fire,10,0.07,0.13,0.9
5587,adjacent_to_nodes_on_fire,10,0.08,0.13,0.75
5588,adjacent_to_nodes_on_fire,10,0.09,0.13,1.1
5589,adjacent_to_nodes_on_fire,10,0.1,0.13,1.0
5590,adjacent_to_nodes_on_fire,10,0.01,0.14,0.65
5591,adjacent_to_nodes_on_fire,10,0.02,0.14,0.55
5592,adjacent_to_nodes_on_fire,10,0.03,0.14,1.1
5593,adjacent_to_nodes_on_fire,10,0.04,0.14,1.1
5594,adjacent_to_nodes_on_fire,10,0.05,0.14,0.95
5595,adjacent_to_nodes_on_fire,10,0.06,0.14,1.15
5596,adjacent_to_nodes_on_fire,10,0.07,0.14,0.8
5597,adjacent_to_nodes_on_fire,10,0.08,0.14,0.95
5598,adjacent_to_nodes_on_fire,10,0.09,0.14,0.9
5599,adjacent_to_nodes_on_fire,10,0.1,0.14,1.15
5600,adjacent_to_nodes_on_fire,10,0.01,0.15,0.7
5601,adjacent_to_nodes_on_fire,10,0.02,0.15,1.0
5602,adjacent_to_nodes_on_fire,10,0.03,0.15,0.9
5603,adjacent_to_nodes_on_fire,10,0.04,0.15,0.85
5604,adjacent_to_nodes_on_fire,10,0.05,0.15,1.2
5605,adjacent_to_nodes_on_fire,10,0.06,0.15,1.0
5606,adjacent_to_nodes_on_fire,10,0.07,0.15,0.65
5607,adjacent_to_nodes_on_fire,10,0.08,0.15,1.2
5608,adjacent_to_nodes_on_fire,10,0.09,0.15,0.8
5609,adjacent_to_nodes_on_fire,10,0.1,0.15,1.3
5610,adjacent_to_nodes_on_fire,11,0.01,0.05,2.2
5611,adjacent_to_nodes_on_fire,11,0.02,0.05,1.55
5612,adjacent_to_nodes_on_fire,11,0.03,0.05,1.7
5613,adjacent_to_nodes_on_fire,11,0.04,0.05,2.0
5614,adjacent_to_nodes_on_fire,11,0.05,0.05,1.4
5615,adjacent_to_nodes_on_fire,11,0.06,0.05,1.45
5616,adjacent_to_nodes_on_fire,11,0.07,0.05,1.7
5617,adjacent_to_nodes_on_fire,11,0.08,0.05,1.55
5618,adjacent_to_nodes_on_fire,11,0.09,0.05,1.95
5619,adjacent_to_nodes_on_fire,11,0.1,0.05,0.95
5620,adjacent_to_nodes_on_fire,11,0.01,0.06,1.65
5621,adjacent_to_nodes_on_fire,11,0.02,0.06,1.45
5622,adjacent_to_nodes_on_fire,11,0.03,0.06,1.55
5623,adjacent_to_nodes_on_fire,11,0.04,0.06,1.6
5624,adjacent_to_nodes_on_fire,11,0.05,0.06,1.65
5625,adjacent_to_nodes_on_fire,11,0.06,0.06,1.5
5626,adjacent_to_nodes_on_fire,11,0.07,0.06,1.65
5627,adjacent_to_nodes_on_fire,11,0.08,0.06,1.45
5628,adjacent_to_nodes_on_fire,11,0.09,0.06,1.5
5629,adjacent_to_nodes_on_fire,11,0.1,0.06,0.9
5630,adjacent_to_nodes_on_fire,11,0.01,0.07,1.4
5631,adjacent_to_nodes_on_fire,11,0.02,0.07,1.8
5632,adjacent_to_nodes_on_fire,11,0.03,0.07,1.5
5633,adjacent_to_nodes_on_fire,11,0.04,0.07,1.7
5634,adjacent_to_nodes_on_fire,11,0.05,0.07,1.6
5635,adjacent_to_nodes_on_fire,11,0.06,0.07,1.6
5636,adjacent_to_nodes_on_fire,11,0.07,0.07,1.45
5637,adjacent_to_nodes_on_fire,11,0.08,0.07,1.95
5638,adjacent_to_nodes_on_fire,11,0.09,0.07,1.65
