graph_name,num_nodes,num_edges,graph_density,mean_degree,median_degree,degree_std,iqr_degree,degree_amd,node_connectivity,average_clustering,adjacency_matrix_rank,incidence_matrix_rank,laplacian_matrix_rank,bethe_hessian_matrix_rank,modularity_matrix_rank,wiener_index,is_AT_free,has_bridge,is_chordal,clique_number,transitivity,edge_connectivity,node_connectivity,is_distance_regular,local_efficiency,global_efficiency,is_eulerian,is_semi_eulerian
fastGnp_100_0.01_19.adjlist,73,62,0.02359208523592085,1.6986301369863013,2.0,0.5393131919684744,1.0,0.6124976543441547,0,0.0,1,1,1,1,67,inf,False,True,True,2,0.0,0,0,False,0.0,0.07068396680268815,False,False
fastGnp_20_0.1_23.adjlist,19,20,0.11695906432748537,2.1052631578947367,2.0,1.7783933518005541,1.0,0.9030470914127424,1,0.0,1,1,1,1,15,551.0,False,True,False,2,0.0,1,1,False,0.0,0.4013784461152882,False,False
randomRegular_100_3_3.adjlist,100,150,0.030303030303030304,3.0,3.0,0,0.0,0.0,3,0.01,1,1,1,1,99,23338.0,False,False,False,3,0.01,3,3,False,0.01,0.2534898989898978,False,False
fastGnp_100_0.01_11.adjlist,65,53,0.02548076923076923,1.6307692307692307,1.0,0.5405917159763314,1.0,0.6598816568047337,0,0.02564102564102564,1,1,1,1,61,inf,False,True,False,3,0.058823529411764705,0,0,False,0.02564102564102564,0.06670924561549556,False,False
randomRegular_1000_5_27.adjlist,1000,2500,0.005005005005005005,5.0,5.0,0,0.0,0.0,5,0.0021000000000000007,1,1,1,1,999,2345433.0,False,False,False,3,0.0021,5,5,False,0.0021000000000000007,0.2266861528209579,False,False
randomRegular_20_5_15.adjlist,20,50,0.2631578947368421,5.0,5.0,0,0.0,0.0,5,0.15,1,1,1,1,18,355.0,False,False,False,3,0.15,5,5,False,0.17833333333333334,0.6096491228070179,False,False
powerLawTree_100_4_9.adjlist,100,99,0.02,1.98,1.0,23.839600000000004,1.0,1.2151999999999998,1,0.0,1,1,1,1,47,62193.0,True,True,True,2,0.0,1,1,False,0.0,0.22534844806497584,False,False
randomRegular_100_4_21.adjlist,100,200,0.04040404040404041,4.0,4.0,0,0.0,0.0,4,0.009999999999999998,1,1,1,1,99,17633.0,False,False,False,3,0.01,4,4,False,0.009999999999999998,0.3224377104377139,True,False
randomRegular_1000_5_0.adjlist,1000,2500,0.005005005005005005,5.0,5.0,0,0.0,0.0,5,0.002700000000000001,1,1,1,1,999,2349913.0,False,False,False,3,0.0027,5,5,False,0.002700000000000001,0.22628567138711705,False,False
randomRegular_20_5_11.adjlist,20,50,0.2631578947368421,5.0,5.0,0,0.0,0.0,5,0.18000000000000002,1,1,1,1,19,360.0,False,False,False,3,0.18,5,5,False,0.21333333333333332,0.6052631578947374,False,False
fastGnp_100_0.01_15.adjlist,69,47,0.020034100596760442,1.3623188405797102,1.0,0.346985927326192,1.0,0.5040957781978576,0,0.0,1,1,1,1,57,inf,False,True,True,2,0.0,0,0,False,0.0,0.02972435350951975,False,False
randomRegular_1000_5_23.adjlist,1000,2500,0.005005005005005005,5.0,5.0,0,0.0,0.0,5,0.0021000000000000007,1,1,1,1,999,2348295.0,False,False,False,3,0.0021,5,5,False,0.0021000000000000007,0.22643008246487684,False,False
fastGnp_20_0.1_27.adjlist,18,18,0.11764705882352941,2.0,2.0,1.1111111111111112,2.0,0.8888888888888888,0,0.037037037037037035,1,1,1,1,15,inf,False,True,False,3,0.10714285714285714,0,0,False,0.037037037037037035,0.32551353874883293,False,False
randomRegular_100_3_7.adjlist,100,150,0.030303030303030304,3.0,3.0,0,0.0,0.0,3,0.019999999999999997,1,1,1,1,99,23551.0,False,False,False,3,0.02,3,3,False,0.019999999999999997,0.2517573352573341,False,False
randomRegular_1000_5_4.adjlist,1000,2500,0.005005005005005005,5.0,5.0,0,0.0,0.0,5,0.0042000000000000015,1,1,1,1,999,2345118.0,False,False,False,3,0.0042,5,5,False,0.004300000000000001,0.22669971876785477,False,False
randomRegular_100_4_25.adjlist,100,200,0.04040404040404041,4.0,4.0,0,0.0,0.0,4,0.015,1,1,1,1,99,17751.0,False,False,False,3,0.015,4,4,False,0.015,0.3209730639730635,True,False
fastGnp_20_0.01_18.adjlist,7,4,0.19047619047619047,1.1428571428571428,1.0,0.12244897959183675,0.0,0.24489795918367344,0,0.0,1,1,1,1,5,inf,True,True,True,2,0.0,0,0,False,0.0,0.21428571428571427,False,False
powerLawTree_100_3_9.adjlist,100,99,0.02,1.98,1.0,9.4596,1.0,1.1563999999999999,1,0.0,1,1,1,1,53,68618.0,True,True,True,2,0.0,1,1,False,0.0,0.17903495038025058,False,False
randomRegular_100_4_13.adjlist,100,200,0.04040404040404041,4.0,4.0,0,0.0,0.0,4,0.009999999999999998,1,1,1,1,99,17632.0,False,False,False,3,0.01,4,4,False,0.009999999999999998,0.32240067340067496,True,False
randomRegular_100_4_3.adjlist,100,200,0.04040404040404041,4.0,4.0,0,0.0,0.0,4,0.005,1,1,1,1,99,17753.0,False,False,False,3,0.005,4,4,False,0.005,0.3211515151515157,True,False
randomRegular_20_5_27.adjlist,20,50,0.2631578947368421,5.0,5.0,0,0.0,0.0,5,0.16500000000000006,1,1,1,1,18,362.0,False,False,False,3,0.165,5,5,False,0.19833333333333342,0.603508771929825,False,False
randomRegular_1000_5_15.adjlist,1000,2500,0.005005005005005005,5.0,5.0,0,0.0,0.0,5,0.0033000000000000017,1,1,1,1,999,2346774.0,False,False,False,3,0.0033,5,5,False,0.0033000000000000017,0.2265761475776179,False,False
fastGnp_100_0.01_23.adjlist,64,46,0.022817460317460316,1.4375,1.0,0.30859375,1.0,0.51953125,0,0.0,1,1,1,1,53,inf,False,True,True,2,0.0,0,0,False,0.0,0.03690653344671203,False,False
fastGnp_20_0.1_11.adjlist,16,17,0.14166666666666666,2.125,2.0,0.859375,2.0,0.78125,1,0.0625,1,1,1,1,13,467.0,False,True,False,3,0.11538461538461539,1,1,False,0.0625,0.3827876984126986,False,False
randomRegular_100_4_7.adjlist,100,200,0.04040404040404041,4.0,4.0,0,0.0,0.0,4,0.024999999999999994,1,1,1,1,99,17508.0,False,False,False,3,0.025,4,4,False,0.024999999999999994,0.3239764309764344,True,False
randomRegular_100_4_17.adjlist,100,200,0.04040404040404041,4.0,4.0,0,0.0,0.0,4,0.03,1,1,1,1,99,18074.0,False,False,False,3,0.03,4,4,False,0.033333333333333326,0.3176195286195276,True,False
fastGnp_20_0.1_15.adjlist,17,17,0.125,2.0,2.0,0.5882352941176471,2.0,0.5882352941176471,1,0.0,1,1,1,1,13,561.0,False,True,False,2,0.0,1,1,False,0.0,0.3624854108309993,False,False
randomRegular_1000_5_11.adjlist,1000,2500,0.005005005005005005,5.0,5.0,0,0.0,0.0,5,0.0018000000000000004,1,1,1,1,999,2348456.0,False,False,False,3,0.0018,5,5,False,0.0018000000000000004,0.2264639353653861,False,False
fastGnp_100_0.01_27.adjlist,64,51,0.025297619047619048,1.59375,1.0,0.8349609375,1.0,0.7421875,0,0.0,1,1,1,1,51,inf,True,True,True,2,0.0,0,0,False,0.0,0.054192452443940504,False,False
randomRegular_20_5_23.adjlist,20,50,0.2631578947368421,5.0,5.0,0,0.0,0.0,5,0.12000000000000002,1,1,1,1,19,354.0,False,False,False,3,0.12,5,5,False,0.135,0.610526315789474,False,False
randomRegular_1000_5_19.adjlist,1000,2500,0.005005005005005005,5.0,5.0,0,0.0,0.0,5,0.002700000000000001,1,1,1,1,999,2348988.0,False,False,False,3,0.0027,5,5,False,0.002700000000000001,0.2263917441265326,False,False
powerLawTree_100_3_5.adjlist,100,99,0.02,1.98,1.0,3.7596,1.0,1.0779999999999998,1,0.0,1,1,1,1,63,76498.0,True,True,True,2,0.0,1,1,False,0.0,0.15036275780739475,False,False
fastGnp_100_0.1_2.adjlist,100,485,0.09797979797979799,9.7,9.0,10.57,5.0,2.5740000000000003,2,0.10579398456720435,1,1,1,1,99,11229.0,False,False,False,4,0.10994102780117944,2,2,False,0.1727938753493872,0.48824915824915444,False,False
fastGnp_20_0.01_22.adjlist,2,1,1.0,1.0,1.0,0,0.0,0.0,1,0.0,1,1,1,1,1,1.0,True,True,True,2,0.0,1,1,True,0.0,1.0,False,True
fastGnp_100_0.1_6.adjlist,100,513,0.10363636363636364,10.26,10.0,8.8724,4.0,2.3668000000000005,4,0.10302556430497602,1,1,1,1,99,10940.0,False,False,False,4,0.10107816711590296,4,4,False,0.1611211378762849,0.49961279461278796,False,False
fastGnp_20_0.01_26.adjlist,4,2,0.3333333333333333,1.0,1.0,0,0.0,0.0,0,0.0,1,1,1,1,3,inf,True,True,True,2,0.0,0,0,False,0.0,0.3333333333333333,False,False
fastGnp_20_0.01_7.adjlist,7,4,0.19047619047619047,1.1428571428571428,1.0,0.12244897959183675,0.0,0.24489795918367344,0,0.0,1,1,1,1,5,inf,True,True,True,2,0.0,0,0,False,0.0,0.21428571428571427,False,False
fastGnp_20_0.1_19.adjlist,17,20,0.14705882352941177,2.3529411764705883,2.0,1.6401384083044983,2.0,1.0449826989619377,1,0.03529411764705882,1,1,1,1,13,401.0,False,True,False,3,0.07317073170731707,1,1,False,0.03529411764705882,0.44051120448179254,False,False
powerLawTree_100_3_1.adjlist,100,99,0.02,1.98,1.0,2.9196,1.0,1.1171999999999997,1,0.0,1,1,1,1,65,72839.0,True,True,True,2,0.0,1,1,False,0.0,0.14684988889218153,False,False
randomRegular_1000_3_0.adjlist,1000,1500,0.003003003003003003,3.0,3.0,0,0.0,0.0,3,0.001,1,1,1,1,999,4032420.0,False,False,False,3,0.001,3,3,False,0.001,0.13542429678003348,False,False
fastGnp_20_0.2_16.adjlist,20,41,0.21578947368421053,4.1,4.0,1.39,1.25,0.8499999999999999,2,0.17452380952380955,1,1,1,1,19,399.0,False,False,False,3,0.1702127659574468,2,2,False,0.19464285714285717,0.5565789473684221,False,False
randomRegular_100_5_3.adjlist,100,250,0.050505050505050504,5.0,5.0,0,0.0,0.0,5,0.053999999999999986,1,1,1,1,99,15157.0,False,False,False,3,0.054,5,5,False,0.05599999999999998,0.36855218855221017,False,False
randomRegular_100_3_29.adjlist,100,150,0.030303030303030304,3.0,3.0,0,0.0,0.0,3,0.01,1,1,1,1,99,23175.0,False,False,False,3,0.01,3,3,False,0.01,0.25440187590187535,False,False
fastGnp_1000_0.01_29.adjlist,1000,4965,0.00993993993993994,9.93,10.0,10.1951,4.0,2.54816,2,0.010760639858937073,1,1,1,1,999,1628916.0,False,False,False,4,0.010862749064428037,2,2,False,0.011186803912461811,0.32445321988641135,False,False
randomRegular_1000_3_4.adjlist,1000,1500,0.003003003003003003,3.0,3.0,0,0.0,0.0,3,0.003,1,1,1,1,999,4020149.0,False,False,False,3,0.003,3,3,False,0.003,0.1357570161238561,False,False
randomRegular_100_5_7.adjlist,100,250,0.050505050505050504,5.0,5.0,0,0.0,0.0,5,0.03600000000000001,1,1,1,1,99,15095.0,False,False,False,3,0.036,5,5,False,0.038000000000000006,0.36978787878790087,False,False
fastGnp_20_0.2_12.adjlist,20,32,0.16842105263157894,3.2,3.0,2.46,1.25,1.1,1,0.12047619047619049,1,1,1,1,18,458.0,False,True,False,3,0.09473684210526316,1,1,False,0.12047619047619049,0.4964912280701766,False,False
fastGnp_1000_0.01_21.adjlist,1000,4984,0.009977977977977979,9.968,10.0,10.048976,4.0,2.4840959999999996,1,0.011048462425087821,1,1,1,1,999,1630630.0,False,True,False,3,0.011403632268055752,1,1,False,0.011706019918906923,0.32425135135117844,False,False
randomRegular_100_3_25.adjlist,100,150,0.030303030303030304,3.0,3.0,0,0.0,0.0,3,0.01,1,1,1,1,99,23765.0,False,False,False,3,0.01,3,3,False,0.01,0.25067508417508383,False,False
randomRegular_100_3_21.adjlist,100,150,0.030303030303030304,3.0,3.0,0,0.0,0.0,3,0.01,1,1,1,1,99,23982.0,False,False,False,3,0.01,3,3,False,0.01,0.24923617123617256,False,False
randomRegular_1000_3_8.adjlist,1000,1500,0.003003003003003003,3.0,3.0,0,0.0,0.0,3,0.001,1,1,1,1,999,4019302.0,False,False,False,3,0.001,3,3,False,0.001,0.13576249868488477,False,False
fastGnp_1000_0.01_25.adjlist,1000,5013,0.010036036036036035,10.026,10.0,10.789324,4.0,2.5983159999999996,1,0.010303973580598973,1,1,1,1,999,1623438.0,False,True,False,3,0.010011452944196517,1,1,False,0.010701566228462515,0.3256150817482052,False,False
fastGnp_100_0.1_26.adjlist,100,498,0.1006060606060606,9.96,9.5,9.538400000000001,4.0,2.4999999999999996,4,0.10067721330956621,1,1,1,1,99,10995.0,False,False,False,4,0.0977930755213606,4,4,False,0.14810091966856664,0.4967508417508347,False,False
powerLawTree_20_3_0.adjlist,20,19,0.1,1.9,2.0,1.09,1.0,0.72,1,0.0,1,1,1,1,15,1019.0,True,True,True,2,0.0,1,1,False,0.0,0.31555389055389044,False,False
powerLawTree_20_3_15.adjlist,20,19,0.1,1.9,1.0,3.19,1.0,1.0799999999999998,1,0.0,1,1,1,1,11,743.0,True,True,True,2,0.0,1,1,False,0.0,0.3708061821219716,False,False
powerLawTree_1000_3_27.adjlist,1000,999,0.002,1.998,1.0,9.253996,1.0,1.061872,1,0.0,1,1,1,1,637,75202188.0,True,True,True,2,0.0,1,1,False,0.0,0.037506284812305404,False,False
randomRegular_20_5_2.adjlist,20,50,0.2631578947368421,5.0,5.0,0,0.0,0.0,5,0.165,1,1,1,1,19,363.0,False,False,False,3,0.165,5,5,False,0.20833333333333334,0.6026315789473691,False,False
fastGnp_1000_0.01_3.adjlist,1000,5058,0.010126126126126126,10.116,10.0,9.200544,4.0,2.385024,2,0.009814077829635112,1,1,1,1,999,1620211.0,False,False,False,3,0.009761580784476129,2,2,False,0.010181886246708235,0.32614634634606954,False,False
powerLawTree_100_3_18.adjlist,100,99,0.02,1.98,2.0,1.9795999999999998,1.0,0.9603999999999996,1,0.0,1,1,1,1,73,87636.0,True,True,True,2,0.0,1,1,False,0.0,0.131487626296764,False,False
randomRegular_20_3_29.adjlist,20,30,0.15789473684210525,3.0,3.0,0,0.0,0.0,3,0.0,1,1,1,1,19,489.0,False,False,False,2,0.0,3,3,False,0.0,0.47149122807017607,False,False
fastGnp_100_0.1_22.adjlist,100,522,0.10545454545454545,10.44,10.0,10.0464,4.0,2.4776000000000007,2,0.09967751598246954,1,1,1,1,99,10808.0,False,False,False,4,0.1,2,2,False,0.16098939498896933,0.50481481481481,False,False
fastGnp_1000_0.01_7.adjlist,1000,5072,0.010154154154154153,10.144,10.0,10.295264,4.0,2.5747199999999997,2,0.010232714499123175,1,1,1,1,999,1617635.0,False,False,False,3,0.010480145945736133,2,2,False,0.010670388918357197,0.32673777110420404,False,False
randomRegular_20_5_6.adjlist,20,50,0.2631578947368421,5.0,5.0,0,0.0,0.0,5,0.18000000000000008,1,1,1,1,19,360.0,False,False,False,3,0.18,5,5,False,0.22500000000000003,0.6052631578947372,False,False
fastGnp_1000_0.1_19.adjlist,1000,50030,0.10016016016016016,100.06,100.0,88.9684,12.0,7.5112,69,0.1002512291665403,1,1,1,1,999,948985.0,False,False,False,6,0.10026105619167532,69,69,False,0.49380909001187795,0.5500750750750748,False,False
powerLawTree_20_3_11.adjlist,20,19,0.1,1.9,1.5,1.89,1.0,0.9,1,0.0,1,1,1,1,13,880.0,True,True,True,2,0.0,1,1,False,0.0,0.3386686413002202,False,False
powerLawTree_1000_3_23.adjlist,1000,999,0.002,1.998,1.0,10.777996,1.0,1.1377199999999998,1,0.0,1,1,1,1,583,66786893.0,True,True,True,2,0.0,1,1,False,0.0,0.04277783799501358,False,False
powerLawTree_20_3_4.adjlist,20,19,0.1,1.9,1.0,2.59,1.0,1.17,1,0.0,1,1,1,1,11,672.0,True,True,True,2,0.0,1,1,False,0.0,0.3809398496240598,False,False
powerLawTree_100_3_14.adjlist,100,99,0.02,1.98,1.0,6.1196,1.0,1.0583999999999998,1,0.0,1,1,1,1,61,79462.0,True,True,True,2,0.0,1,1,False,0.0,0.1577630802605358,False,False
powerLawTree_20_3_19.adjlist,20,19,0.1,1.9,1.0,2.7899999999999996,1.0,0.9899999999999999,1,0.0,1,1,1,1,11,802.0,True,True,True,2,0.0,1,1,False,0.0,0.3619966583124475,False,False
fastGnp_1000_0.1_11.adjlist,1000,49673,0.09944544544544545,99.346,99.0,97.792284,13.0,7.912456,72,0.09969989529824817,1,1,1,1,999,949360.0,False,False,False,5,0.09967780946920342,72,72,False,0.4924012349233882,0.5497117117117114,False,False
randomRegular_1000_3_13.adjlist,1000,1500,0.003003003003003003,3.0,3.0,0,0.0,0.0,3,0.003,1,1,1,1,999,4018411.0,False,False,False,3,0.003,3,3,False,0.003,0.1358093097372573,False,False
randomRegular_20_3_21.adjlist,20,30,0.15789473684210525,3.0,3.0,0,0.0,0.0,2,0.09999999999999999,1,1,1,1,19,560.0,False,False,False,3,0.1,2,2,False,0.09999999999999999,0.4424561403508767,False,False
fastGnp_1000_0.1_15.adjlist,1000,49774,0.09964764764764765,99.548,99.0,90.205696,13.0,7.566304,70,0.09972568815946384,1,1,1,1,999,949243.0,False,False,False,6,0.09971474058483332,70,70,False,0.49262017512341355,0.5498181514848179,False,False
powerLawTree_20_3_8.adjlist,20,19,0.1,1.9,2.0,1.69,1.0,0.72,1,0.0,1,1,1,1,13,1038.0,True,True,True,2,0.0,1,1,False,0.0,0.3185565896092212,False,False
randomRegular_20_3_25.adjlist,20,30,0.15789473684210525,3.0,3.0,0,0.0,0.0,3,0.15,1,1,1,1,19,525.0,False,False,False,3,0.15,3,3,False,0.15,0.4526315789473687,False,False
randomRegular_1000_3_17.adjlist,1000,1500,0.003003003003003003,3.0,3.0,0,0.0,0.0,3,0.001,1,1,1,1,999,4034348.0,False,False,False,3,0.001,3,3,False,0.001,0.1353648953372933,False,False
powerLawTree_100_3_10.adjlist,100,99,0.02,1.98,1.0,6.3196,1.0,1.0779999999999998,1,0.0,1,1,1,1,63,77849.0,True,True,True,2,0.0,1,1,False,0.0,0.1570375713394898,False,False
randomRegular_100_5_23.adjlist,100,250,0.050505050505050504,5.0,5.0,0,0.0,0.0,5,0.04500000000000001,1,1,1,1,99,15141.0,False,False,False,3,0.045,5,5,False,0.04500000000000001,0.3691952861953068,False,False
fastGnp_100_0.2_21.adjlist,100,971,0.19616161616161615,19.42,19.0,14.1036,4.25,2.9452,9,0.1958606032339307,1,1,1,1,99,9001.0,False,False,False,4,0.19525576892044538,9,9,False,0.5011043350785767,0.5956565656565644,False,False
randomRegular_20_4_2.adjlist,20,40,0.21052631578947367,4.0,4.0,0,0.0,0.0,4,0.1,1,1,1,1,19,406.0,False,False,False,3,0.1,4,4,False,0.10833333333333332,0.5482456140350885,True,False
randomRegular_20_4_17.adjlist,20,40,0.21052631578947367,4.0,4.0,0,0.0,0.0,4,0.22499999999999995,1,1,1,1,19,416.0,False,False,False,4,0.225,4,4,False,0.22499999999999995,0.5412280701754395,True,False
randomRegular_1000_4_25.adjlist,1000,2000,0.004004004004004004,4.0,4.0,0,0.0,0.0,4,0.004499999999999999,1,1,1,1,999,2815542.0,False,False,False,3,0.0045,4,4,False,0.004499999999999999,0.1901852034580085,True,False
randomRegular_20_4_6.adjlist,20,40,0.21052631578947367,4.0,4.0,0,0.0,0.0,4,0.19999999999999998,1,1,1,1,18,426.0,False,False,False,3,0.2,4,4,False,0.2361111111111111,0.5342105263157904,True,False
fastGnp_100_0.2_25.adjlist,100,1000,0.20202020202020202,20.0,19.0,19.2,5.25,3.36,11,0.2077403919145049,1,1,1,1,99,8962.0,False,False,False,5,0.2066633266533066,11,11,False,0.5201338769530259,0.598922558922558,False,False
randomRegular_100_5_27.adjlist,100,250,0.050505050505050504,5.0,5.0,0,0.0,0.0,5,0.03900000000000002,1,1,1,1,99,15140.0,False,False,False,3,0.039,5,5,False,0.040000000000000015,0.3690841750841953,False,False
randomRegular_1000_4_21.adjlist,1000,2000,0.004004004004004004,4.0,4.0,0,0.0,0.0,4,0.002,1,1,1,1,999,2816310.0,False,False,False,3,0.002,4,4,False,0.002,0.19015138233529497,True,False
randomRegular_20_4_13.adjlist,20,40,0.21052631578947367,4.0,4.0,0,0.0,0.0,4,0.1,1,1,1,1,19,410.0,False,False,False,3,0.1,4,4,False,0.10833333333333335,0.5464912280701764,True,False
fastGnp_100_0.2_6.adjlist,100,962,0.19434343434343435,19.24,19.0,12.7824,5.0,2.8887999999999994,12,0.18864516188332986,1,1,1,1,99,9023.0,False,False,False,5,0.18756186077202244,12,12,False,0.49075217873547167,0.5943097643097628,False,False
fastGnp_1000_0.2_16.adjlist,1000,67264,0.13466266266266266,134.528,96.0,3256.293216,112.0,55.506864,59,0.171914880142238,1,1,1,1,861,931736.0,False,False,False,7,0.14788618494606953,59,59,False,0.5815354717034007,0.5673313313313313,False,False
randomRegular_1000_4_29.adjlist,1000,2000,0.004004004004004004,4.0,4.0,0,0.0,0.0,4,0.0015,1,1,1,1,999,2810529.0,False,False,False,3,0.0015,4,4,False,0.0015,0.1904564461292299,True,False
powerLawTree_20_4_23.adjlist,20,19,0.1,1.9,1.0,3.09,1.0,1.17,1,0.0,1,1,1,1,9,665.0,True,True,True,2,0.0,1,1,False,0.0,0.3874373433583956,False,False
fastGnp_1000_0.2_12.adjlist,1000,39231,0.07854054054054053,78.462,46.0,4206.696556,14.25,53.425796000000005,26,0.17222604764655478,1,1,1,1,441,959825.0,False,False,False,6,0.09592863838078977,26,26,False,0.5605489938755028,0.5392515849182506,False,False
fastGnp_100_0.2_2.adjlist,100,1003,0.20262626262626263,20.06,20.0,15.2964,6.0,3.1319999999999992,11,0.19964717508481786,1,1,1,1,99,8960.0,False,False,False,5,0.2008349260637763,11,11,False,0.5061962771403177,0.599191919191918,False,False
fastGnp_100_0.2_29.adjlist,100,1056,0.21333333333333335,21.12,21.0,15.2856,6.0,3.1296,8,0.2160291740953419,1,1,1,1,99,8887.0,False,False,False,6,0.21452909908682022,8,8,False,0.5384161072372234,0.6052188552188541,False,False
powerLawTree_20_4_27.adjlist,20,19,0.1,1.9,1.5,1.59,1.0,0.9,1,0.0,1,1,1,1,13,861.0,True,True,True,2,0.0,1,1,False,0.0,0.34162983215614745,False,False
powerLawTree_100_3_24.adjlist,100,99,0.02,1.98,1.0,5.4996,1.0,1.1759999999999997,1,0.0,1,1,1,1,53,65891.0,True,True,True,2,0.0,1,1,False,0.0,0.17325443664939505,False,False
fastGnp_20_0.1_3.adjlist,19,21,0.12280701754385964,2.210526315789474,2.0,1.4293628808864265,2.0,1.002770083102493,0,0.1105263157894737,1,1,1,1,18,inf,False,True,False,3,0.15384615384615385,0,0,False,0.1236842105263158,0.3455304928989137,False,False
powerLawTree_20_3_29.adjlist,20,19,0.1,1.9,1.5,2.3899999999999997,1.0,0.9,1,0.0,1,1,1,1,13,883.0,True,True,True,2,0.0,1,1,False,0.0,0.34403015113541424,False,False
fastGnp_1000_0.1_21.adjlist,1000,49952,0.100004004004004,99.904,100.0,90.218784,13.0,7.574032,71,0.1002580779237243,1,1,1,1,999,949070.0,False,False,False,6,0.10026452383903761,71,71,False,0.49375437887032086,0.5499946613279943,False,False
fastGnp_100_0.01_4.adjlist,53,37,0.026850507982583455,1.3962264150943395,1.0,0.31470274118903524,1.0,0.5083659665361338,0,0.0,1,1,1,1,47,inf,True,True,True,2,0.0,0,0,False,0.0,0.041719653512106346,False,False
randomRegular_1000_3_23.adjlist,1000,1500,0.003003003003003003,3.0,3.0,0,0.0,0.0,3,0.0019999999999999996,1,1,1,1,999,4026181.0,False,False,False,3,0.002,3,3,False,0.0019999999999999996,0.13555792294697142,False,False
randomRegular_20_3_11.adjlist,20,30,0.15789473684210525,3.0,3.0,0,0.0,0.0,3,0.15,1,1,1,1,19,524.0,False,False,False,3,0.15,3,3,False,0.15,0.4555263157894736,False,False
fastGnp_1000_0.1_25.adjlist,1000,49885,0.09986986986986987,99.77,100.0,87.8891,13.0,7.4572199999999995,72,0.09957049706402109,1,1,1,1,999,949129.0,False,False,False,6,0.09957944803207991,72,72,False,0.49245118839234014,0.5499302635969302,False,False
randomRegular_20_3_15.adjlist,20,30,0.15789473684210525,3.0,3.0,0,0.0,0.0,2,0.15,1,1,1,1,19,567.0,False,False,False,3,0.15,2,2,False,0.15,0.44017543859649166,False,False
fastGnp_100_0.01_0.adjlist,62,47,0.024854574299312534,1.5161290322580645,1.0,0.6045785639958376,1.0,0.6326742976066597,0,0.0,1,1,1,1,53,inf,False,True,True,2,0.0,0,0,False,0.0,0.04732190073279446,False,False
randomRegular_1000_3_27.adjlist,1000,1500,0.003003003003003003,3.0,3.0,0,0.0,0.0,3,0.0,1,1,1,1,999,4025204.0,False,False,False,2,0.0,3,3,False,0.0,0.13564987897227662,False,False
powerLawTree_1000_3_9.adjlist,1000,999,0.002,1.998,1.0,8.103996,1.0,1.0598759999999998,1,0.0,1,1,1,1,635,74940598.0,True,True,True,2,0.0,1,1,False,0.0,0.03515084220973065,False,False
powerLawTree_100_3_20.adjlist,100,99,0.02,1.98,1.0,3.5995999999999997,1.25,1.0779999999999998,1,0.0,1,1,1,1,69,78127.0,True,True,True,2,0.0,1,1,False,0.0,0.14161296406461338,False,False
fastGnp_20_0.1_7.adjlist,18,18,0.11764705882352941,2.0,2.0,1,2.0,0.8888888888888888,0,0.08333333333333333,1,1,1,1,13,inf,False,True,False,3,0.1111111111111111,0,0,False,0.08333333333333333,0.2992685963274199,False,False
powerLawTree_20_4_2.adjlist,20,19,0.1,1.9,1.0,4.6899999999999995,1.0,1.0799999999999998,1,0.0,1,1,1,1,9,728.0,True,True,True,2,0.0,1,1,False,0.0,0.38842940685045935,False,False
fastGnp_100_0.1_16.adjlist,100,502,0.10141414141414141,10.04,10.0,11.6984,5.25,2.7055999999999996,2,0.10343698458404336,1,1,1,1,99,11083.0,False,False,False,4,0.10072223306656256,2,2,False,0.15999226603617353,0.49468013468013566,False,False
fastGnp_100_0.01_8.adjlist,67,45,0.0203527815468114,1.3432835820895523,1.0,0.46424593450657164,0.5,0.5123635553575407,0,0.0,1,1,1,1,55,inf,True,True,True,2,0.0,0,0,False,0.0,0.030612091059852256,False,False
powerLawTree_20_3_25.adjlist,20,19,0.1,1.9,1.5,2.3899999999999997,1.0,0.9,1,0.0,1,1,1,1,13,883.0,True,True,True,2,0.0,1,1,False,0.0,0.34403015113541424,False,False
powerLawTree_1000_3_17.adjlist,1000,999,0.002,1.998,1.0,6.009996,1.0,1.073848,1,0.0,1,1,1,1,631,73282690.0,True,True,True,2,0.0,1,1,False,0.0,0.034957063506690256,False,False
powerLawTree_100_3_28.adjlist,100,99,0.02,1.98,1.0,3.4796,1.0,0.9995999999999998,1,0.0,1,1,1,1,67,85336.0,True,True,True,2,0.0,1,1,False,0.0,0.14226845463403315,False,False
powerLawTree_1000_3_1.adjlist,1000,999,0.002,1.998,1.0,16.409996,1.0,1.0997959999999998,1,0.0,1,1,1,1,615,71362968.0,True,True,True,2,0.0,1,1,False,0.0,0.043050624322510576,False,False
powerLawTree_1000_3_5.adjlist,1000,999,0.002,1.998,1.0,6.921996,1.0,1.091812,1,0.0,1,1,1,1,613,71292376.0,True,True,True,2,0.0,1,1,False,0.0,0.0364111093270321,False,False
randomRegular_20_3_19.adjlist,20,30,0.15789473684210525,3.0,3.0,0,0.0,0.0,3,0.05,1,1,1,1,18,505.0,False,False,False,3,0.05,3,3,False,0.05,0.4626315789473691,False,False
fastGnp_100_0.1_12.adjlist,100,481,0.09717171717171717,9.62,9.0,11.0556,5.0,2.7324000000000006,2,0.10159745809745807,1,1,1,1,99,11212.0,False,False,False,4,0.09704192381357736,2,2,False,0.152443597297764,0.48877104377104225,False,False
